"gene_ID","log2FC","beta_weight","p_weight","DE_method"
"ENO1",1.15544270077204,0.291906435975595,2.55316309232832e-212,"weighted"
"TPI1",1.17157755839585,0.298475748107711,1.12533692037264e-204,"weighted"
"GAPDH",0.906656974833707,0.246152670659988,3.26989441330842e-188,"weighted"
"LDHA",1.29951608114516,0.316344480439768,2.65051509184072e-130,"weighted"
"PGK1",0.835881838624924,0.219159456996981,5.57579107143727e-87,"weighted"
"BNIP3",1.23937925561547,0.322745237569063,2.32459181479782e-71,"weighted"
"PGAM1",0.650682853060731,0.182329042054099,9.08113727706105e-50,"weighted"
"SLC16A3",2.20904999829183,0.455186256026829,2.75731175829199e-43,"weighted"
"PKM",0.78765626976709,0.199932089877772,7.71234939667662e-42,"weighted"
"ALDOC",1.17067261944482,0.290174178957531,6.79926374339199e-37,"weighted"
"LTB",-0.278010493623114,-0.172773919622264,3.11382953469914e-24,"weighted"
"VIM",0.393923468808641,0.118475253820337,5.50997616507078e-24,"weighted"
"DDIT4",1.5066529179922,0.323181155835818,4.10777943422026e-23,"weighted"
"AC078883.3",1.85363971047999,0.404680139249936,2.26584311075229e-21,"weighted"
"TMSB10",0.224255172695194,0.075194923664284,3.28851414041676e-18,"weighted"
"LGALS1",0.617530276476328,0.179585857631135,5.23077100564146e-13,"weighted"
"SLC2A3",0.712090246291337,0.169564901481963,5.53404747983635e-13,"weighted"
"MXI1",0.580360358107957,0.214460055492319,5.5045237190329e-11,"weighted"
"OTUD7A",1.23790486096401,0.269221568046898,8.44486097176417e-11,"weighted"
"LGALS3",0.660726336467099,0.152525402729775,9.61254356722421e-11,"weighted"
"ANKZF1",0.636758874347359,0.154768422746515,4.26113096975993e-10,"weighted"
"PTPRN2",0.916823169762347,0.219722845395053,4.57645401509791e-08,"weighted"
"GBP2",0.368612365897784,0.0788667464304251,6.62424988686183e-08,"weighted"
"FGFBP2",0.548235175695871,0.132379595627272,8.03796850646303e-08,"weighted"
"RP11-291B21.2",0.447700912632845,0.134424604141416,6.4702173124901e-07,"weighted"
"LAG3",0.803502036818238,0.182546348638138,1.16869632194647e-06,"weighted"
"CKLF",0.533125129353391,0.0945973275418493,1.50626062470728e-06,"weighted"
"GIMAP1",0.299744114781875,0.0796695635911833,3.55012014635749e-06,"weighted"
"BIN1",0.262165560825425,0.0664912794831828,5.17530245488334e-06,"weighted"
"PLSCR1",0.550131554659081,0.165526933764575,5.83723493804504e-06,"weighted"
"MYC",-0.451978242165716,-0.228710181673703,7.06841725974184e-06,"weighted"
"GALNT2",0.570480200050884,0.14000077619655,2.43162597761759e-05,"weighted"
"YPEL1",0.494621543041328,0.16425226186978,4.27344863122613e-05,"weighted"
"GZMA",0.738915583352709,0.155065431145678,5.03535465684515e-05,"weighted"
"RHOC",0.760530306088504,0.146131735678734,5.23580419237496e-05,"weighted"
"ARID3A",0.554005688170711,0.140145997528874,5.91679272454079e-05,"weighted"
"ALOX5AP",0.571671623886776,0.105720705355196,6.26580633280811e-05,"weighted"
"RCBTB2",0.560201413276667,0.147414225410446,7.65161119997423e-05,"weighted"
"KDM3A",0.464359307623696,0.123418954645569,8.29194026794725e-05,"weighted"
"TCF7",-0.381481470360669,-0.124146134476128,0.000101349737395276,"weighted"
