"gene_ID","log2FC","beta_weight","p_weight","DE_method"
"GNLY",-0.861967324689114,-0.54804568701401,9.38827767173722e-06,"standard"
"XCL2",0.991066875229992,0.648642173962449,6.35545670021668e-05,"standard"
"CCND2",0.418715698769777,0.251758439794916,0.0001674938774382,"standard"
"CDK6",0.425212580148695,0.244824015621873,0.000220534069171366,"standard"
"CDKN1B",-0.369547124346748,-0.270935373389807,0.000396111027942229,"standard"
"RABL2B",0.768223118041001,0.495370320263608,0.0010542217490073,"standard"
"INPP5D",0.398113805449156,0.254605747900844,0.00134241577219047,"standard"
"ORMDL3",0.48173126819549,0.311438212879582,0.00151637836721063,"standard"
"AC020571.3",0.507520598020859,0.327182380672666,0.00198701549503126,"standard"
"ZFX",0.421753168970545,0.262030034834409,0.00220363603480024,"standard"
"MCM7",0.371542928501884,0.186477883136797,0.00285213517125609,"standard"
"TSPYL1",0.500141067655261,0.327705775001648,0.00304135498777383,"standard"
"ZBED2",-0.648061961397826,-0.503319956609997,0.003331259698692,"standard"
"CCL4",-0.576827187460459,-0.447199825044796,0.00358860356723385,"standard"
"PPP1R3E",0.631973903776102,0.417349634117777,0.00389772643453644,"standard"
"PIK3R1",0.297613030990039,0.17376063846392,0.00452638876840084,"standard"
"MTRR",0.689518431763746,0.435072419271504,0.0045952321330612,"standard"
"ANKRD26",0.376261409239628,0.24347272556132,0.00463951245735022,"standard"
"HSP90AA1",0.241399452715693,0.0821619956524706,0.00501786622379293,"standard"
"CD9",0.55999637993448,0.329114061413263,0.00604883628094031,"standard"
"TRAPPC2",0.533100328660182,0.33417285041719,0.0060564194918108,"standard"
"SMCO4",0.337441840312719,0.184625474155127,0.00637880358975931,"standard"
"NBR1",0.475266399016232,0.30117254321614,0.00654994617529126,"standard"
"SRM",0.32310713312357,0.141703646836017,0.00711558022194122,"standard"
"PRDM1",-0.418083290706735,-0.321171930970428,0.00721400261561892,"standard"
"TMEM161B",-0.590939495457208,-0.460838686802087,0.00746206149403801,"standard"
"SDF2L1",0.25668419867026,0.144736417354844,0.0075602859768191,"standard"
"DBN1",0.636565513734495,0.417033141335364,0.00780975150837327,"standard"
"PDE4DIP",-0.389471536521422,-0.305910749849893,0.00905262232506281,"standard"
"HRH2",-0.366107543455912,-0.305253950432755,0.010151114228283,"standard"
"HSP90B1",0.231430454662439,0.110791089350956,0.0110411923329853,"standard"
"LRRC57",0.586707626179971,0.369932492416793,0.0125489995065981,"standard"
"SAMD3",-0.586879703715447,-0.434854254369654,0.0130450469175542,"standard"
"SMAD3",0.475079145457543,0.299218075812014,0.0143064114501285,"standard"
"TPM4",0.203942203149691,0.103147169276372,0.0144375776627078,"standard"
