orig.ident,nCount_RNA,nFeature_RNA,perturbation,gRNA_UMI_count,replicate,perturbation_2,library,cancer,celltype,organism,disease,tissue_type,perturbation_type,perturbation_type_2,ncounts,ngenes,percent_mito,percent_ribo,nperts,guide_id,target,mixscale_score
SeuratProject,2583,493,ES.sg35.TCEB2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8722,2642,3.3707864,27.4593,1,ES.sg35.TCEB2,TCEB2,0.25913103
SeuratProject,2465,545,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7296,2356,5.9210525,29.605263,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1977,411,ES.sg33.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6467,2154,2.8606772,28.79233,1,ES.sg33.STAT6,STAT6,1
SeuratProject,3307,534,ES.sg7.CBLB,6,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12151,3121,3.0450168,27.997696,1,ES.sg7.CBLB,CBLB,0.870576313
SeuratProject,3115,531,ES.sg4.C10orf54,7,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11170,2964,3.2408237,31.880035,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1124,317,ES.sg22.LCP2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3686,1537,2.9028757,26.695604,1,ES.sg22.LCP2,LCP2,-0.529347301
SeuratProject,2596,506,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7756,2324,4.80918,28.442495,1,ES.sg15.DGKA,DGKA,1
SeuratProject,4113,649,ES.sg25.MEF2D,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13837,3106,5.217894,35.39062,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,1196,355,ES.sg19.HAVCR2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3776,1552,2.8601694,25.76801,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,1711,384,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5842,2056,2.892845,29.32215,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1927,405,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6197,2030,3.5501049,28.465387,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,1566,398,ES.sg34.TCEB2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4333,1770,3.1156242,18.370644,1,ES.sg34.TCEB2,TCEB2,-0.335693909
SeuratProject,1813,463,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6284,2302,3.1190324,27.753023,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,1365,328,ES.sg4.C10orf54,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4500,1454,2.2222223,39.511112,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,863,256,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2678,1104,2.501867,33.495144,1,ES.sg2.BTLA,BTLA,1
SeuratProject,4463,697,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14285,3360,4.0252013,27.644382,1,ES.sg42.NonTarget.CTRL125,NonTarget,0
SeuratProject,2255,468,ES.sg21.LAG3,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7366,2360,2.7423296,27.993484,1,ES.sg21.LAG3,LAG3,1
SeuratProject,880,290,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2675,1112,1.682243,34.61682,1,ES.sg15.DGKA,DGKA,1
SeuratProject,3479,613,ES.sg15.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12667,3355,4.5709324,27.283493,1,ES.sg15.DGKA,DGKA,1
SeuratProject,4424,694,ES.sg10.CD5,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,15732,3786,4.8690567,26.665396,1,ES.sg10.CD5,CD5,1
SeuratProject,2467,549,ES.sg10.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7071,2213,6.8165746,30.236176,1,ES.sg10.CD5,CD5,1
SeuratProject,1853,465,ES.sg39.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5900,2081,2.8644068,26.762712,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,1621,387,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4861,1839,2.3863401,24.04855,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,1862,378,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5770,1859,3.3102252,29.445408,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,2350,451,ES.sg19.HAVCR2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7886,2474,4.488968,28.531574,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,1262,368,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3737,1546,2.782981,23.494781,1,ES.sg15.DGKA,DGKA,1
SeuratProject,3597,589,ES.sg28.RASA2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12833,3303,3.5299618,29.564404,1,ES.sg28.RASA2,RASA2,1
SeuratProject,3406,551,ES.sg23.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11754,2822,3.0202484,32.278374,1,ES.sg23.LCP2,LCP2,-0.177398175
SeuratProject,2397,527,ES.sg14.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7804,2464,5.023065,28.254742,1,ES.sg14.DGKA,DGKA,1
SeuratProject,2665,532,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7071,2359,8.7540655,20.704285,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,1552,378,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4792,1708,3.2554257,29.3197,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,4029,642,control,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12330,3051,4.1768045,30.00811,1,ES.sg46.NonTarget.CTRL214,NonTarget,0
SeuratProject,2932,498,ES.sg7.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8685,2360,2.7979274,32.204952,1,ES.sg7.CBLB,CBLB,-0.373196052
SeuratProject,1695,492,ES.sg27.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4464,2144,8.2661295,12.119176,1,ES.sg27.PDCD1,PDCD1,1
SeuratProject,1452,359,ES.sg2.BTLA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4808,1661,5.262063,31.509983,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1293,356,ES.sg31.SOCS1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4181,1607,6.840469,32.647694,1,ES.sg31.SOCS1,SOCS1,1
SeuratProject,2652,501,ES.sg29.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9298,2677,3.0544202,30.286083,1,ES.sg29.RASA2,RASA2,1
SeuratProject,2415,477,ES.sg8.CD3D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8388,2477,2.885074,30.305199,1,ES.sg8.CD3D,CD3D,0.960693068
SeuratProject,1310,341,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4085,1536,3.6474907,30.869034,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,5211,730,ES.sg33.STAT6,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,17630,3855,4.095292,28.411798,1,ES.sg33.STAT6,STAT6,1
SeuratProject,864,316,ES.sg39.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2817,1430,4.4728436,21.867235,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,2410,458,ES.sg27.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8282,2472,3.8034291,28.906061,1,ES.sg27.PDCD1,PDCD1,1
SeuratProject,1228,330,ES.sg21.LAG3,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3938,1418,1.4220417,35.500256,1,ES.sg21.LAG3,LAG3,1
SeuratProject,995,321,ES.sg28.RASA2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2934,1205,1.261077,31.765509,1,ES.sg28.RASA2,RASA2,1
SeuratProject,2273,447,ES.sg0.ARID1A,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8559,2591,3.306461,26.404953,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,899,266,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2717,1164,4.416636,31.137283,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1327,335,ES.sg0.ARID1A,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4826,1625,5.138831,39.01782,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,2236,445,control,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7889,2370,2.9408038,31.689695,1,ES.sg47.NonTarget.CTRL241,NonTarget,0
SeuratProject,3385,606,ES.sg39.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11480,3299,4.3205576,23.928572,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,1040,307,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3180,1333,2.6100628,25.974842,1,ES.sg41.NonTarget.CTRL198,NonTarget,0
SeuratProject,1200,320,ES.sg24.MEF2D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3217,1350,2.6732981,22.816288,1,ES.sg24.MEF2D,MEF2D,1
SeuratProject,4496,760,ES.sg16.DGKZ,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14858,3749,5.6669807,27.02921,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,2052,411,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6589,1979,4.8262258,32.69085,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1290,339,ES.sg20.LAG3,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3867,1554,2.8445823,23.041117,1,ES.sg20.LAG3,LAG3,1
SeuratProject,1225,339,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3595,1422,7.148818,29.235048,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,3296,600,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9313,2864,2.9635992,19.98282,1,ES.sg40.NonTarget.CTRL170,NonTarget,0
SeuratProject,1923,394,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6502,2271,6.459551,25.884344,1,ES.sg15.DGKA,DGKA,1
SeuratProject,1622,395,ES.sg26.PDCD1,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5290,1825,3.3081286,30.850662,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,970,274,ES.sg32.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2838,1175,8.315715,30.620155,1,ES.sg32.STAT6,STAT6,1
SeuratProject,2350,448,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7863,2211,2.9250922,31.667303,1,ES.sg28.RASA2,RASA2,1
SeuratProject,2990,571,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10990,3069,3.1301184,30.072794,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,3278,628,ES.sg25.MEF2D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11413,3287,4.3546834,25.49724,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,2908,554,ES.sg28.RASA2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10453,3005,2.6882234,26.949202,1,ES.sg28.RASA2,RASA2,1
SeuratProject,2132,516,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6186,2186,4.1060457,25.315228,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,3535,563,ES.sg32.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12900,3057,3.620155,34.76744,1,ES.sg32.STAT6,STAT6,1
SeuratProject,1538,433,ES.sg20.LAG3,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5182,1924,4.689309,32.014668,1,ES.sg20.LAG3,LAG3,1
SeuratProject,1888,465,ES.sg10.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6530,2390,2.7258806,24.425728,1,ES.sg10.CD5,CD5,1
SeuratProject,4241,640,ES.sg27.PDCD1,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,16621,3714,2.9119787,30.184706,1,ES.sg27.PDCD1,PDCD1,1
SeuratProject,6076,764,ES.sg11.CD5,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,19606,4053,7.074365,29.68479,1,ES.sg11.CD5,CD5,1
SeuratProject,2259,446,ES.sg24.MEF2D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7231,2204,3.083944,30.562855,1,ES.sg24.MEF2D,MEF2D,1
SeuratProject,2097,459,ES.sg14.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6795,2093,3.97351,32.62693,1,ES.sg14.DGKA,DGKA,1
SeuratProject,5258,720,ES.sg14.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,20886,4101,2.8679497,31.26975,1,ES.sg14.DGKA,DGKA,1
SeuratProject,2085,415,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5770,1963,3.6568458,22.790295,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,1690,420,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5089,1792,2.5545294,27.942621,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,1738,378,ES.sg25.MEF2D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6431,2038,3.3898306,33.66506,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,2537,500,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9026,2705,3.7225792,27.276756,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,1428,380,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4283,1577,2.73173,31.986925,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,2349,453,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7477,2278,3.116223,30.319647,1,ES.sg41.NonTarget.CTRL198,NonTarget,0
SeuratProject,833,271,ES.sg33.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2704,1154,5.177515,31.360947,1,ES.sg33.STAT6,STAT6,1
SeuratProject,4498,654,ES.sg18.HAVCR2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14919,3592,3.6262484,26.027214,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,2041,459,ES.sg19.HAVCR2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6289,2110,4.166004,31.02242,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,3228,652,ES.sg7.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11265,3211,5.21083,29.409676,1,ES.sg7.CBLB,CBLB,1.36341211
SeuratProject,1151,386,ES.sg14.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4154,1658,1.3962445,33.26914,1,ES.sg14.DGKA,DGKA,1
SeuratProject,2470,451,ES.sg34.TCEB2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8074,2335,3.1459005,29.093386,1,ES.sg34.TCEB2,TCEB2,-0.786741011
SeuratProject,1215,351,ES.sg18.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3724,1578,2.255639,21.858217,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,2948,505,ES.sg7.CBLB,8,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12066,3119,4.1770263,32.363667,1,ES.sg7.CBLB,CBLB,0.354737253
SeuratProject,1801,379,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5638,1852,2.146151,27.633913,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1488,352,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4634,1711,3.3880017,24.622356,1,ES.sg15.DGKA,DGKA,1
SeuratProject,2772,487,ES.sg19.HAVCR2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10596,2746,3.0577576,34.456398,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,1117,329,ES.sg39.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3332,1483,5.342137,18.277311,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,3410,608,ES.sg26.PDCD1,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10812,2776,3.3111358,30.123936,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,1113,310,ES.sg4.C10orf54,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3407,1451,1.9958909,22.923393,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1682,402,ES.sg0.ARID1A,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5668,2033,4.340155,28.934368,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,3023,544,ES.sg29.RASA2,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9970,2821,3.1795387,26.58977,1,ES.sg29.RASA2,RASA2,1
SeuratProject,1700,404,ES.sg15.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5077,1901,1.4772503,22.060272,1,ES.sg15.DGKA,DGKA,1
SeuratProject,3051,551,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10521,2797,3.2886608,34.37886,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1889,425,ES.sg21.LAG3,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5885,2214,2.446899,20.220901,1,ES.sg21.LAG3,LAG3,1
SeuratProject,2764,505,ES.sg37.TMEM222,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9758,2389,3.7200246,38.798935,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,3801,700,ES.sg19.HAVCR2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12163,3130,4.135493,31.365618,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,2641,453,ES.sg22.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8791,2460,3.6173358,30.883858,1,ES.sg22.LCP2,LCP2,0.240127506
SeuratProject,2352,472,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7966,2471,3.2513182,26.81396,1,ES.sg15.DGKA,DGKA,1
SeuratProject,2510,483,ES.sg10.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7731,2458,3.5441728,25.662916,1,ES.sg10.CD5,CD5,1
SeuratProject,1711,403,ES.sg33.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5339,1835,3.1653867,29.293875,1,ES.sg33.STAT6,STAT6,1
SeuratProject,996,304,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3160,1228,2.9746835,36.07595,1,ES.sg41.NonTarget.CTRL198,NonTarget,0
SeuratProject,1758,417,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4769,1777,6.206752,21.660725,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,941,313,ES.sg0.ARID1A,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2813,1206,2.9150374,29.576963,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,1638,421,ES.sg11.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4488,1698,4.7905526,29.612299,1,ES.sg11.CD5,CD5,1
SeuratProject,1905,409,ES.sg17.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6532,1939,4.715248,36.359463,1,ES.sg17.DGKZ,DGKZ,1
SeuratProject,1341,379,ES.sg9.CD3D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4027,1732,3.0792153,20.139061,1,ES.sg9.CD3D,CD3D,-0.281752516
SeuratProject,1169,340,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3616,1450,5.7522125,29.811947,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,3364,619,ES.sg17.DGKZ,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11939,2975,3.476003,34.399864,1,ES.sg17.DGKZ,DGKZ,1
SeuratProject,2272,442,ES.sg32.STAT6,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8477,2393,2.4419017,35.484253,1,ES.sg32.STAT6,STAT6,1
SeuratProject,3107,560,ES.sg25.MEF2D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10066,2600,4.480429,34.909595,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,1489,343,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4755,1711,4.5846477,33.54364,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,4769,683,ES.sg21.LAG3,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14777,3452,3.539284,26.148745,1,ES.sg21.LAG3,LAG3,1
SeuratProject,1601,381,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5033,1823,2.503477,28.174051,1,ES.sg15.DGKA,DGKA,1
SeuratProject,3369,592,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11627,3089,3.5176744,27.943579,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,5404,817,ES.sg11.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,18630,3985,3.4675255,31.196995,1,ES.sg11.CD5,CD5,1
SeuratProject,2876,508,ES.sg14.DGKA,7,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10608,2944,3.4785068,28.94985,1,ES.sg14.DGKA,DGKA,1
SeuratProject,819,251,control,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2773,1086,2.740714,38.189686,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,2002,420,ES.sg10.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6039,2024,2.8481536,26.511011,1,ES.sg10.CD5,CD5,1
SeuratProject,1605,361,ES.sg20.LAG3,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5347,1875,3.684309,31.344679,1,ES.sg20.LAG3,LAG3,1
SeuratProject,2699,468,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8670,2461,3.0449827,30.242214,1,ES.sg15.DGKA,DGKA,1
SeuratProject,3469,602,ES.sg12.CDKN1B,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11035,2886,3.5795197,29.82329,1,ES.sg12.CDKN1B,CDKN1B,1
