orig.ident,nCount_RNA,nFeature_RNA,perturbation,gRNA_UMI_count,replicate,perturbation_2,library,cancer,celltype,organism,disease,tissue_type,perturbation_type,perturbation_type_2,ncounts,ngenes,percent_mito,percent_ribo,nperts,guide_id,target,mixscale_score
SeuratProject,3131,597,ES.sg13.CDKN1B,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10112,2847,3.6293514,29.262262,1,ES.sg13.CDKN1B,CDKN1B,1
SeuratProject,1231,340,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3268,1424,6.4871483,23.072216,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,2243,468,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6855,2138,4.2596645,29.919767,1,ES.sg42.NonTarget.CTRL125,NonTarget,0
SeuratProject,5065,720,ES.sg12.CDKN1B,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,17273,3809,2.8078504,28.084293,1,ES.sg12.CDKN1B,CDKN1B,1
SeuratProject,1679,381,ES.sg4.C10orf54,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4748,1711,2.9696715,24.094355,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1724,408,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7381,2149,0.8399946,42.189404,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,900,278,ES.sg10.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3220,1211,2.142857,38.04348,1,ES.sg10.CD5,CD5,1
SeuratProject,1740,390,ES.sg38.TNFRSF9,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5913,1931,3.686792,31.60832,1,ES.sg38.TNFRSF9,TNFRSF9,1
SeuratProject,2620,517,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9035,2509,3.4421694,33.22634,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,1764,434,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5785,1899,3.284356,34.693172,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,2334,532,ES.sg24.MEF2D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7248,2405,3.5596027,25.883001,1,ES.sg24.MEF2D,MEF2D,1
SeuratProject,2504,470,ES.sg9.CD3D,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7996,2451,2.3386693,26.075539,1,ES.sg9.CD3D,CD3D,2.247739065
SeuratProject,1090,355,ES.sg0.ARID1A,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3658,1525,4.373975,30.098415,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,1260,333,ES.sg19.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4160,1450,2.1875,37.091347,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,1600,367,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4532,1603,3.6849074,26.69903,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,1881,421,ES.sg22.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6468,1813,3.138528,40.87817,1,ES.sg22.LCP2,LCP2,1.461920706
SeuratProject,1302,324,ES.sg19.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3629,1449,2.4524662,21.217966,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,2318,535,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7271,2414,6.0514374,31.384954,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,1738,420,ES.sg37.TMEM222,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4676,1676,2.3952096,27.523525,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,2316,510,ES.sg24.MEF2D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7574,2403,4.634275,31.225245,1,ES.sg24.MEF2D,MEF2D,1
SeuratProject,2986,524,ES.sg29.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10023,2760,4.4497657,30.160631,1,ES.sg29.RASA2,RASA2,1
SeuratProject,7535,1016,ES.sg38.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,24712,4712,3.2251537,28.751213,1,ES.sg38.TNFRSF9,TNFRSF9,1
SeuratProject,2173,402,ES.sg37.TMEM222,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6860,2062,3.7755103,30.976677,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,2342,475,ES.sg16.DGKZ,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7926,2414,3.078476,31.150644,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,2626,463,ES.sg6.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8556,2570,7.8424497,23.609163,1,ES.sg6.CBLB,CBLB,1.270983274
SeuratProject,2318,446,ES.sg9.CD3D,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8183,2574,4.179396,27.850422,1,ES.sg9.CD3D,CD3D,0.843576095
SeuratProject,987,322,ES.sg29.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3616,1610,3.7057521,27.516592,1,ES.sg29.RASA2,RASA2,1
SeuratProject,2816,549,control,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10276,3002,3.9996107,27.374464,1,ES.sg47.NonTarget.CTRL241,NonTarget,0
SeuratProject,2994,546,ES.sg10.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11048,3035,3.8830557,30.58472,1,ES.sg10.CD5,CD5,1
SeuratProject,2629,508,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9060,2723,4.205298,28.984547,1,ES.sg15.DGKA,DGKA,1
SeuratProject,1081,273,ES.sg0.ARID1A,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4109,1448,4.2346067,39.620346,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,2124,461,ES.sg6.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6501,2073,2.8918629,29.656977,1,ES.sg6.CBLB,CBLB,0.642507449
SeuratProject,4519,709,ES.sg33.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14392,3376,2.0914397,29.55114,1,ES.sg33.STAT6,STAT6,1
SeuratProject,2401,488,ES.sg38.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7886,2437,3.296982,29.076845,1,ES.sg38.TNFRSF9,TNFRSF9,1
SeuratProject,3242,555,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12085,3050,3.5415804,33.529167,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,1861,373,ES.sg10.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6204,2061,3.4010315,28.272083,1,ES.sg10.CD5,CD5,1
SeuratProject,1384,292,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4663,1651,3.6886125,28.24362,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,2648,568,ES.sg32.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8603,2554,2.3363943,28.443565,1,ES.sg32.STAT6,STAT6,1
SeuratProject,1794,425,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6336,2127,2.667298,29.466541,1,ES.sg2.BTLA,BTLA,1
SeuratProject,4289,683,ES.sg2.BTLA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13337,3302,2.781735,27.427458,1,ES.sg2.BTLA,BTLA,1
SeuratProject,2891,518,ES.sg21.LAG3,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10082,2792,4.195596,31.352905,1,ES.sg21.LAG3,LAG3,1
SeuratProject,1588,387,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5280,1938,2.8219697,27.575758,1,ES.sg28.RASA2,RASA2,1
SeuratProject,4414,718,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14999,3639,2.880192,26.001734,1,ES.sg28.RASA2,RASA2,1
SeuratProject,1687,418,ES.sg33.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5556,1981,4.3556514,30.561556,1,ES.sg33.STAT6,STAT6,1
SeuratProject,2887,527,ES.sg19.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9134,2714,3.0216773,23.801182,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,2387,511,ES.sg27.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8682,2555,3.6397142,33.390923,1,ES.sg27.PDCD1,PDCD1,1
SeuratProject,2836,573,ES.sg3.BTLA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10715,3064,2.8091462,29.60336,1,ES.sg3.BTLA,BTLA,1
SeuratProject,6076,660,ES.sg17.DGKZ,7,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,20200,3461,3.2326732,39.42079,1,ES.sg17.DGKZ,DGKZ,1
SeuratProject,4887,791,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,16370,3916,3.4819791,28.527794,1,ES.sg15.DGKA,DGKA,1
SeuratProject,1050,346,ES.sg6.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3158,1309,1.9316022,30.493984,1,ES.sg6.CBLB,CBLB,1.055264347
SeuratProject,4046,656,ES.sg3.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11922,3109,4.1352124,27.495386,1,ES.sg3.BTLA,BTLA,1
SeuratProject,1296,399,ES.sg10.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4109,1768,3.8695545,23.11998,1,ES.sg10.CD5,CD5,1
SeuratProject,1396,333,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4380,1562,2.1689498,29.041096,1,ES.sg2.BTLA,BTLA,1
SeuratProject,2693,580,ES.sg0.ARID1A,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9435,2998,3.4022257,25.744568,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,2239,507,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8336,2605,2.159309,33.241364,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,4041,608,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,15539,3430,2.554862,31.237532,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,5580,847,ES.sg4.C10orf54,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,18217,4023,4.8416314,29.13213,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,2230,428,ES.sg14.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6533,2110,2.357263,23.542017,1,ES.sg14.DGKA,DGKA,1
SeuratProject,3881,680,ES.sg21.LAG3,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10453,2870,2.8125896,22.165886,1,ES.sg21.LAG3,LAG3,1
SeuratProject,891,265,ES.sg14.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2907,1246,3.6119711,28.345373,1,ES.sg14.DGKA,DGKA,1
SeuratProject,3477,594,ES.sg10.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12020,3117,3.3028286,30.63228,1,ES.sg10.CD5,CD5,1
SeuratProject,2508,520,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7523,2403,3.456068,25.548319,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,2710,466,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8514,2490,3.159502,28.881842,1,ES.sg47.NonTarget.CTRL241,NonTarget,0
SeuratProject,1857,414,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5558,1899,6.9809284,30.496582,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,1400,355,ES.sg9.CD3D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4072,1498,1.719057,29.887033,1,ES.sg9.CD3D,CD3D,0.290642043
SeuratProject,1355,346,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4069,1537,2.5067585,28.753994,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,1245,308,ES.sg33.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3690,1423,2.5474255,29.864498,1,ES.sg33.STAT6,STAT6,1
SeuratProject,2550,509,ES.sg33.STAT6,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8887,2706,3.7920558,31.33791,1,ES.sg33.STAT6,STAT6,1
SeuratProject,2202,472,ES.sg22.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7178,2355,2.465868,25.257732,1,ES.sg22.LCP2,LCP2,0.603516059
SeuratProject,1454,293,ES.sg19.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4382,1503,4.4043818,29.050661,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,2168,514,ES.sg13.CDKN1B,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7340,2559,4.237057,24.182562,1,ES.sg13.CDKN1B,CDKN1B,1
SeuratProject,2646,530,ES.sg0.ARID1A,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9960,2962,3.313253,28.242971,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,2004,453,ES.sg33.STAT6,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7787,2429,3.6471043,34.878643,1,ES.sg33.STAT6,STAT6,1
SeuratProject,1787,401,ES.sg25.MEF2D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5775,1648,3.7748919,42.060608,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,1006,336,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3299,1366,1.6974841,32.676567,1,ES.sg28.RASA2,RASA2,1
SeuratProject,3314,578,ES.sg16.DGKZ,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11315,3078,3.65886,27.68007,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1369,335,ES.sg6.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4088,1572,4.109589,23.214285,1,ES.sg6.CBLB,CBLB,0.490917019
SeuratProject,1802,447,ES.sg35.TCEB2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5760,2136,4.9305553,23.315971,1,ES.sg35.TCEB2,TCEB2,-0.794867434
SeuratProject,2569,544,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8039,2267,2.948128,34.581417,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,3051,554,ES.sg6.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10257,2963,2.8955834,25.641026,1,ES.sg6.CBLB,CBLB,0.355619369
SeuratProject,2000,486,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7294,2260,4.017,39.25144,1,ES.sg44.NonTarget.CTRL41,NonTarget,0
SeuratProject,2885,644,ES.sg25.MEF2D,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8646,2842,6.534814,23.629423,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,2407,505,ES.sg8.CD3D,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7906,2439,2.2261574,30.2808,1,ES.sg8.CD3D,CD3D,-1.647745924
SeuratProject,1866,365,ES.sg4.C10orf54,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6842,2021,3.8000584,33.732826,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1877,429,ES.sg39.TNFRSF9,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5339,2009,8.784416,21.689455,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,2034,460,ES.sg39.TNFRSF9,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6533,2309,2.694015,23.343027,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,1564,424,ES.sg39.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4866,1868,2.240033,27.517467,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,4441,679,ES.sg6.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,15223,3644,4.282993,28.417526,1,ES.sg6.CBLB,CBLB,-0.064819346
SeuratProject,4397,781,ES.sg15.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12100,3461,6.247934,18.85124,1,ES.sg15.DGKA,DGKA,1
SeuratProject,4484,694,ES.sg9.CD3D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,15554,3423,4.6290345,35.148514,1,ES.sg9.CD3D,CD3D,0.052830454
SeuratProject,2502,486,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7967,2403,3.0124264,29.584536,1,ES.sg46.NonTarget.CTRL214,NonTarget,0
SeuratProject,3151,528,ES.sg18.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11357,3017,2.8000352,27.612926,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,3006,532,ES.sg26.PDCD1,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11263,3064,3.373879,28.17189,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,2321,559,ES.sg35.TCEB2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7479,2554,2.1794357,26.260195,1,ES.sg35.TCEB2,TCEB2,1.416698026
SeuratProject,2938,632,ES.sg23.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9023,2764,3.2694225,26.011305,1,ES.sg23.LCP2,LCP2,-1.07637714
SeuratProject,1503,384,ES.sg11.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5607,1981,3.1389334,33.42251,1,ES.sg11.CD5,CD5,1
SeuratProject,3410,668,ES.sg30.SOCS1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10647,3032,6.28346,25.894619,1,ES.sg30.SOCS1,SOCS1,1
SeuratProject,2131,464,ES.sg11.CD5,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7291,2300,2.7293923,31.957207,1,ES.sg11.CD5,CD5,1
SeuratProject,1294,345,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4061,1551,2.7825658,30.731346,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,3087,560,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10964,2817,3.8307188,33.40022,1,ES.sg41.NonTarget.CTRL198,NonTarget,0
SeuratProject,2232,468,ES.sg4.C10orf54,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6800,2242,3.6617646,23.867647,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1087,315,ES.sg11.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3432,1372,3.7296038,33.21678,1,ES.sg11.CD5,CD5,1
SeuratProject,1522,446,ES.sg0.ARID1A,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4916,1902,1.8510984,29.800652,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,1064,322,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3335,1403,2.3388305,28.785606,1,ES.sg46.NonTarget.CTRL214,NonTarget,0
SeuratProject,2364,471,ES.sg20.LAG3,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8312,2484,3.5370548,29.96872,1,ES.sg20.LAG3,LAG3,1
SeuratProject,842,280,ES.sg5.C10orf54,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2729,1309,0.9893734,24.58776,1,ES.sg5.C10orf54,C10orf54,1
SeuratProject,961,289,ES.sg32.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3261,1320,2.9438822,33.118675,1,ES.sg32.STAT6,STAT6,1
SeuratProject,637,178,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2780,1056,0.07194245,37.30216,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,1338,391,ES.sg0.ARID1A,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3725,1553,3.2483222,25.664429,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,1560,341,ES.sg19.HAVCR2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5247,1605,3.3161807,36.916332,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,4088,796,ES.sg27.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13101,3531,4.1828866,29.417603,1,ES.sg27.PDCD1,PDCD1,1
SeuratProject,4207,708,ES.sg14.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12586,3252,2.931829,25.949469,1,ES.sg14.DGKA,DGKA,1
SeuratProject,2521,531,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8245,2617,4.232868,26.525167,1,ES.sg28.RASA2,RASA2,1
SeuratProject,3406,609,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10114,2691,3.0353966,29.918924,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,1934,453,ES.sg29.RASA2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6238,2162,2.837448,25.553062,1,ES.sg29.RASA2,RASA2,1
SeuratProject,3774,586,ES.sg37.TMEM222,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14175,3172,2.7795415,35.661377,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,2689,578,ES.sg26.PDCD1,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9404,2649,2.8604848,33.549553,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,4224,681,ES.sg16.DGKZ,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13789,3381,4.0321994,31.32207,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,2278,450,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7636,2198,4.0204296,32.34678,1,ES.sg28.RASA2,RASA2,1
SeuratProject,3899,567,ES.sg39.TNFRSF9,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14890,3492,2.2162526,27.306917,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,3507,707,ES.sg34.TCEB2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12032,3394,5.46875,31.025599,1,ES.sg34.TCEB2,TCEB2,1.921143407
SeuratProject,1925,418,ES.sg2.BTLA,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5996,2184,2.251501,22.498333,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1845,411,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5754,1918,2.1550226,31.908237,1,ES.sg28.RASA2,RASA2,1
SeuratProject,1033,293,ES.sg37.TMEM222,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3133,1258,2.4577084,29.907436,1,ES.sg37.TMEM222,TMEM222,1
