"gene_ID","log2FC","beta_weight","p_weight","DE_method"
"GNLY",-1.07928150587458,-0.806987481332195,1.51345701593915e-10,"standard"
"PTPN7",0.450694471584796,0.229547092919676,1.37586001166071e-09,"standard"
"DUSP6",1.18568052312799,0.722399143098235,1.18393629903168e-08,"standard"
"CCL4",-1.13970715713951,-0.869481567865668,2.81635469751986e-08,"standard"
"LAIR2",1.66440965067283,1.05801043824359,7.74292858752474e-08,"standard"
"DUSP4",0.56204564725434,0.304501760718012,7.63011183837221e-07,"standard"
"PDLIM2",0.699308361672419,0.430709652630464,1.99063389423832e-06,"standard"
"IL16",0.439117506044339,0.270441491144584,3.01590698774023e-06,"standard"
"XCL1",0.720133381383431,0.367409074011605,4.00240759749168e-05,"standard"
"IFNG",-0.654101718426814,-0.529796236328756,5.75650973061317e-05,"standard"
"AC017002.1",-0.676944397629733,-0.549443915511898,7.54334813530537e-05,"standard"
"CARS",-0.381307331988365,-0.272390194545818,9.24077777901832e-05,"standard"
"MGEA5",0.440288259052524,0.23901615615275,0.000149753923313129,"standard"
"FAM3C",0.450230627243956,0.235914170479163,0.000227122543501641,"standard"
"ZNF350",0.888026043441728,0.568698797157976,0.000265879746950011,"standard"
"FAM65B",-0.299431642578593,-0.245521060533146,0.000338021252687398,"standard"
"ACTN1",0.798948393069296,0.446144691601006,0.000456804831583168,"standard"
"PTMA",0.259953820622267,0.0749732813220094,0.000528689959031046,"standard"
"DPP4",-0.387604570449575,-0.343108262683731,0.000965331654039371,"standard"
"CALR",0.340662172381017,0.135416394375928,0.00105973356922708,"standard"
"ISG20",-0.276219351100052,-0.229693117708727,0.00117658914602775,"standard"
"PIM2",-0.284833100991242,-0.230905296482513,0.00129115904847631,"standard"
"DBN1",0.824061901299957,0.50194196215015,0.00137058514008534,"standard"
"XCL2",0.903066121637366,0.517296748251098,0.00146005472186423,"standard"
"RQCD1",0.505802127469219,0.253107575228126,0.00157488622335795,"standard"
"EP300",0.598208225606849,0.331167130638343,0.00167544308035911,"standard"
"GPR155",-0.511747304480992,-0.347996341935631,0.00208107404351253,"standard"
"GIMAP4",-0.221283675615167,-0.178661104569469,0.00235231162717765,"standard"
"ASXL2",0.520224796747102,0.288885641445369,0.00239040983692692,"standard"
"MAL",-0.348165656307352,-0.260091766888388,0.002561217585931,"standard"
"PTGER2",-0.444474710335356,-0.374794399503462,0.00287751258691646,"standard"
"SRGAP3",0.60745132877915,0.373068127682631,0.00292185187588303,"standard"
"PHLDA1",0.628344316518711,0.335506770542652,0.0029507597775535,"standard"
"SOS1",-0.303061374472886,-0.284001823325808,0.00296674647339734,"standard"
"NFATC1",0.718993088487898,0.401977012783393,0.00322689538730929,"standard"
"PTPN4",-0.372908059242873,-0.301081865497067,0.00333594436250099,"standard"
"SPINK2",0.726248904490697,0.415600929788507,0.00378499385743837,"standard"
"CAPG",0.302032584011009,0.120715097727218,0.00386818735987011,"standard"
"SAMD3",-0.678947826906266,-0.531247677208898,0.00416360202316359,"standard"
"RP11-347P5.1",0.641632650775522,0.387429558087639,0.00423569644703328,"standard"
"FGFBP2",-0.233855592934124,-0.206642528603956,0.00445002868948266,"standard"
"MYC",0.597620319419456,0.29221860033431,0.00472843521735825,"standard"
"SOX4",0.666104440659286,0.366849591091088,0.00489164219881476,"standard"
"HNRNPAB",0.369159759980088,0.138149572488718,0.00515876383422395,"standard"
"NMRK1",-0.234701921873934,-0.230514776466628,0.00533931298610283,"standard"
"HSPD1",0.406680082477257,0.116183894412561,0.00573180876107198,"standard"
"SLC12A2",0.741533632941641,0.434434410867318,0.00606014367104583,"standard"
"EVI2A",-0.252992535342505,-0.216233041999016,0.00617339382307705,"standard"
"CDKN2C",-0.264203728460995,-0.320476201056251,0.00736109407135186,"standard"
"TDRD3",0.553056189214474,0.30236834003672,0.00775650914164965,"standard"
"MCM7",0.433480856005402,0.160896026469292,0.00789657527988067,"standard"
"IFITM2",0.282049378169726,0.137661953131832,0.00812588772335127,"standard"
"HCST",0.222620664062413,0.103707702797704,0.00825005953632497,"standard"
"MAP3K1",0.661103362620906,0.38008173289186,0.00979127188740494,"standard"
"RASGRP3",-0.37903254582335,-0.360800828649693,0.0100798587763974,"standard"
"HVCN1",0.570129702573416,0.282277393749652,0.010132414020522,"standard"
"TPST2",0.394279867173998,0.188979511498326,0.0110405906412099,"standard"
"CCBL2",0.506353792140101,0.276268614921902,0.0116931951486063,"standard"
"SLC5A3",0.411169058415924,0.22882918337477,0.0117176622037243,"standard"
"LGALS9",0.466006759526849,0.25945042134415,0.0122976003979965,"standard"
"GIMAP1",-0.289455178256746,-0.21250694339012,0.0123444277942153,"standard"
"KAT6A",-0.268373918054853,-0.255309511266429,0.0125731850077953,"standard"
"UNQ6494",-0.327300563786037,-0.329987785257744,0.0133856832138535,"standard"
"CCNG2",-0.477176012204941,-0.392794251930565,0.0135140490560406,"standard"
"STMN3",-0.488763986480153,-0.368732059930452,0.0136608229756475,"standard"
"SFMBT2",0.667578042689235,0.372979856860428,0.0138638993457864,"standard"
"HSP90AB1",0.34729720038527,0.0898834594849548,0.0142603229106194,"standard"
"PARP8",-0.414763405036376,-0.342097939680155,0.0143518422653957,"standard"
"ZNF121",0.646078555806714,0.374277350046336,0.0147231227326139,"standard"
"CD28",-0.207863159852846,-0.226181361053244,0.0147347488435955,"standard"
"HSP90AA1",0.317540000432817,0.0719268246223396,0.0148598731308956,"standard"
"TRAF5",-0.25904332968988,-0.261800763782884,0.0149071236975057,"standard"
"STK17B",0.256568545210493,0.108825019394707,0.0152879656300958,"standard"
"KLRD1",-0.355869715982808,-0.343405819686689,0.0157897961451136,"standard"
"PLK3",0.601838562300754,0.328928807824374,0.0166527163923834,"standard"
"SLC3A2",0.443511927548279,0.207774459064789,0.0168941492517645,"standard"
"SCPEP1",0.412177342797179,0.20681483954814,0.0180602006869708,"standard"
"ITGB2",0.286607470325389,0.127251283098642,0.0182101215710955,"standard"
"YPEL1",-0.291164026594993,-0.314819056294574,0.0183986222877149,"standard"
"TRAT1",-0.208005080569195,-0.210716923759238,0.0188881400518284,"standard"
"HSP90B1",0.308482482103162,0.100847590377758,0.0195241009418051,"standard"
"CAMK1",0.503910016430973,0.208861818211075,0.0197030274379129,"standard"
"SNRPD1",0.276175445391015,0.0777613281790842,0.0204242860011281,"standard"
"NME1",0.37807142549425,0.116960615439929,0.0208707950555,"standard"
"TOX2",0.531413895457477,0.274657421275599,0.0220820602430622,"standard"
"LINC00869",-0.36939189727507,-0.311140291962538,0.0223848404727297,"standard"
"TMEM80",-0.307107619020727,-0.30224994922407,0.0226729325743207,"standard"
"CDK6",0.346729812592053,0.155292502118325,0.0228808491008348,"standard"
"PTPRN2",0.436365727413408,0.215923527449407,0.0234424813231216,"standard"
"TOB1",-0.305899929330343,-0.290723277003546,0.0238230306450317,"standard"
"HSPE1",0.352813582800082,0.094722937032505,0.0238434765929442,"standard"
"ZC3H8",0.507342097415356,0.237313457136353,0.023955913915999,"standard"
"CTD-2020K17.1",-0.300691638327581,-0.279504193795403,0.0254392830587722,"standard"
"TGFBR2",0.429935911417999,0.233317830199705,0.0256717016460539,"standard"
"ID3",0.543657491212224,0.329156997124645,0.0258618887788856,"standard"
"EDEM3",0.580776946772924,0.324591634861952,0.0261919085900981,"standard"
"TMEM63A",-0.419601961972757,-0.371547320524328,0.0266841851239969,"standard"
"WHAMM",0.423773172269508,0.238959413579844,0.0269365688295192,"standard"
"DCTPP1",0.367214655736271,0.132241902651381,0.0275452238808665,"standard"
"ZC3H12D",-0.255155694579577,-0.254051065320903,0.0277830573473892,"standard"
"YPEL5",-0.30603437740284,-0.243451952967748,0.0278440228675271,"standard"
"SLIRP",0.329130402378219,0.109368166126485,0.028060966161537,"standard"
"CSGALNACT2",0.383361190967689,0.204698411835443,0.0288885799470151,"standard"
"GNPDA1",0.449249126624146,0.218099316278815,0.0297019083446262,"standard"
"PHF19",0.332156468519094,0.0963570530241888,0.030090304293664,"standard"
"ZBTB43",-0.339672488455006,-0.330824570120166,0.0303005802081132,"standard"
"MAPKAPK5-AS1",-0.210462823993049,-0.227780197301077,0.0303460189513788,"standard"
"CCL3",-0.312803267754178,-0.30831834685932,0.0310714285189364,"standard"
"CASP10",0.598698854770186,0.31746099803935,0.0316641732560605,"standard"
"TIMD4",-0.405802537464754,-0.345190464727528,0.0317834747868669,"standard"
"ZNF143",0.594092945924131,0.292519328002705,0.0319458034052458,"standard"
"TXNIP",0.248201607686053,0.152451521500177,0.0320121399151255,"standard"
"INPP5D",0.373732489769912,0.175566086126321,0.0331017892184327,"standard"
"TRGC2",-0.245942436585297,-0.240246519425023,0.034143939521405,"standard"
"APC",-0.229571646940753,-0.258542903511654,0.0351795783618619,"standard"
"FAM78A",0.444761735631832,0.231614927141218,0.035204515370691,"standard"
"RAN",0.29115991328463,0.063329146483871,0.0356098140504256,"standard"
"VCL",0.540058848685601,0.269977976600593,0.0356578895892957,"standard"
"HNRNPA2B1",0.285020965295492,0.0586912141159894,0.0359369436050839,"standard"
"HSD17B11",-0.21922708932123,-0.186664776640469,0.0362464455103116,"standard"
"ARID1B",0.535778197782639,0.274495480226959,0.0367458570702222,"standard"
"INPP4A",0.411559938524523,0.219299877429076,0.0368963948316041,"standard"
"HRH2",0.49047745335305,0.218601598860243,0.0371695562185545,"standard"
"CD44",0.336149306961756,0.155562899910078,0.0375329662424249,"standard"
"CALHM2",0.429935911417999,0.222207370235199,0.0379398600679474,"standard"
"TSC22D3",-0.321036540742087,-0.274523124857739,0.0389456310350517,"standard"
"CDT1",0.359942035370906,0.145669294012665,0.0398290162635402,"standard"
"RHOC",0.31209122712999,0.125540630351001,0.040312529279376,"standard"
"ENO1",0.285534104441061,0.0639396415045952,0.0407314691842124,"standard"
"GBP3",-0.25329998234226,-0.25273473592707,0.04183528233921,"standard"
"MLLT6",0.467514636090529,0.244218439017804,0.0439081165355735,"standard"
"PERP",-0.245907462583989,-0.276822360567701,0.0442065919756973,"standard"
"FOXP1",0.270827911962271,0.128936076079044,0.0450426896024367,"standard"
"HIST1H2AC",-0.368469752762441,-0.299629864564377,0.0463912565381202,"standard"
"LDHA",0.317063980229502,0.0793424158238223,0.0466680353185605,"standard"
"CCDC88B",0.440846685628449,0.224828810115899,0.046830070999197,"standard"
"ADAT1",0.514802628540039,0.268735008046394,0.0469801254503106,"standard"
"TRBC1",0.268917584726152,0.131381562637036,0.047147844925097,"standard"
