"","knockout","variable","number","cellNum","ratio","ctrlNum","ctrl_ratio","diff_index","t_D","t_D_ctrl","t_D_diff","t_D_sum","t_D_sum2","perturb_percent"
"71","LAG3","Topic5",5.16346481336673,34,0.151866612157845,143,0.143699869205325,0.00816674295252018,0.189852504629377,-0.0701731259931791,0.260025630622556,5.76536063008809,5.67851431224879,0.0334334817506504
"72","LAG3","Topic6",9.76546393247965,34,0.287219527425872,143,0.339858358932387,-0.0526388315065145,-0.939848902552192,-0.0765696491066168,-0.863279253445575,5.76536063008809,5.67851431224879,0.165509647571883
"73","LCP2","Topic1",8.203657387706,37,0.221720469938,143,0.219969620215425,0.00175084972257475,0.0408664817276938,-0.0138898989737331,0.0547563807014268,5.38330546497034,5.26867934918357,0.0077564943734954
"74","LCP2","Topic2",4.83380544711759,37,0.130643390462638,143,0.0706078261841761,0.0600355642784615,1.21048834979697,-0.0441105396506941,1.25459888944766,5.38330546497034,5.26867934918357,0.229751759325522
"75","LCP2","Topic3",2.26865492571243,37,0.0613149979922277,143,0.0508904717073779,0.0104245262848499,0.38794571132666,-0.0437726150142265,0.431718326340886,5.38330546497034,5.26867934918357,0.0736324391019878
"76","LCP2","Topic4",6.99292166795002,37,0.188997882917568,143,0.17497385375531,0.0140240291622585,0.270931429583706,-0.0192495852615505,0.290181014845256,5.38330546497034,5.26867934918357,0.0514230249418555
"77","LCP2","Topic5",6.84925179589758,37,0.185114913402637,143,0.143699869205325,0.0414150441973127,0.793616517533919,-0.0701731259931791,0.863789643527099,5.38330546497034,5.26867934918357,0.150629116888068
"78","LCP2","Topic6",7.85170877561638,37,0.212208345286929,143,0.339858358932387,-0.127650013645457,-2.56483085921462,-0.0765696491066168,-2.488261210108,5.38330546497034,5.26867934918357,0.486807165369072
"79","MEF2D","Topic1",9.03075043168219,38,0.237651327149531,143,0.219969620215425,0.0176817069341061,0.339267560034151,-0.0138898989737331,0.353157459007884,6.56123750022718,6.62545680694987,0.0512066669392926
"80","MEF2D","Topic2",3.8371107716476,38,0.100976599253884,143,0.0706078261841761,0.0303687730697081,0.956819420311366,-0.0441105396506941,1.00092995996206,6.56123750022718,6.62545680694987,0.144415615132785
"81","MEF2D","Topic3",5.31663455424304,38,0.139911435637975,143,0.0508904717073779,0.0890209639305969,2.76604214210182,-0.0437726150142265,2.80981475711605,6.56123750022718,6.62545680694987,0.417487008473188
"82","MEF2D","Topic4",6.30116671688302,38,0.165820176760079,143,0.17497385375531,-0.00915367699523018,-0.129120516339714,-0.0192495852615505,-0.109870931078164,6.56123750022718,6.62545680694987,0.019488545484784
"83","MEF2D","Topic5",4.24149884307033,38,0.111618390607114,143,0.143699869205325,-0.0320814785982108,-0.880221575561577,-0.0701731259931791,-0.810048449568398,6.56123750022718,6.62545680694987,0.132854473466381
"84","MEF2D","Topic6",9.27283868247382,38,0.244022070591416,143,0.339858358932387,-0.0958362883409703,-1.55398559260124,-0.0765696491066168,-1.47741594349463,6.56123750022718,6.62545680694987,0.234547690503569
"85","PDCD1","Topic1",14.1121625030223,63,0.224002579413052,143,0.219969620215425,0.00403295919762683,0.0289009298892578,-0.0138898989737331,0.0427908288629909,3.52485141780923,3.44872447254557,0.00838017943136104
"86","PDCD1","Topic2",5.25720791502847,63,0.0834477446829916,143,0.0706078261841761,0.0128399184988155,0.376646298283952,-0.0441105396506941,0.420756837934646,3.52485141780923,3.44872447254557,0.109213218186126
"87","PDCD1","Topic3",5.4121901539683,63,0.0859077802217191,143,0.0508904717073779,0.0350173085143413,1.43777724011064,-0.0437726150142265,1.48154985512487,3.52485141780923,3.44872447254557,0.416901162025678
"88","PDCD1","Topic4",9.58063822493025,63,0.15207362261794,143,0.17497385375531,-0.0229002311373691,-0.510177497797462,-0.0192495852615505,-0.490927912535912,3.52485141780923,3.44872447254557,0.147932228816438
"89","PDCD1","Topic5",9.98298598339891,63,0.158460094974586,143,0.143699869205325,0.0147602257692611,0.340231517730027,-0.0701731259931791,0.410404643723206,3.52485141780923,3.44872447254557,0.098654305508754
"90","PDCD1","Topic6",18.6548152196518,63,0.296108178089711,143,0.339858358932387,-0.0437501808426755,-0.75499098873423,-0.0765696491066168,-0.678421339627613,3.52485141780923,3.44872447254557,0.218918906031643
"91","RASA2","Topic1",8.99456964607718,50,0.179891392921544,143,0.219969620215425,-0.0400782272938814,-0.849221863556968,-0.0138898989737331,-0.835331964583235,5.42492610700945,5.43562387105968,0.15623263928882
"92","RASA2","Topic2",6.63388358993284,50,0.132677671798657,143,0.0706078261841761,0.0620698456144806,1.50089222805252,-0.0441105396506941,1.54500276770321,5.42492610700945,5.43562387105968,0.276121428497576
"93","RASA2","Topic3",4.51309972270512,50,0.0902619944541023,143,0.0508904717073779,0.0393715227467245,1.28531699080559,-0.0437726150142265,1.32908960581981,5.42492610700945,5.43562387105968,0.236461723860046
"94","RASA2","Topic4",9.53692278810713,50,0.190738455762143,143,0.17497385375531,0.0157646020068331,0.291569499293196,-0.0192495852615505,0.310819084554746,5.42492610700945,5.43562387105968,0.0536404847372845
"95","RASA2","Topic5",6.98423306618959,50,0.139684661323792,143,0.143699869205325,-0.00401520788153303,-0.0487720409447642,-0.0701731259931791,0.0214010850484149,5.42492610700945,5.43562387105968,0.00897266663435563
"96","RASA2","Topic6",13.3372911869881,50,0.266745823739763,143,0.339858358932387,-0.0731125351926238,-1.45985124840664,-0.0765696491066168,-1.38328159930003,5.42492610700945,5.43562387105968,0.268571056981918
"97","SOCS1","Topic1",7.78341463220868,48,0.162154471504347,143,0.219969620215425,-0.0578151487110777,-1.30814381243579,-0.0138898989737331,-1.29425391346206,5.41865667840548,5.33181036056618,0.245347025488896
"98","SOCS1","Topic2",5.14495117807724,48,0.107186482876609,143,0.0706078261841761,0.036578656692433,1.1548112122926,-0.0441105396506941,1.1989217519433,5.41865667840548,5.33181036056618,0.216588950881212
"99","SOCS1","Topic3",3.50549970262816,48,0.0730312438047534,143,0.0508904717073779,0.0221407720973755,0.757381615446924,-0.0437726150142265,0.801154230461151,5.41865667840548,5.33181036056618,0.142049616214501
"100","SOCS1","Topic4",9.30794959691817,48,0.193915616602462,143,0.17497385375531,0.0189417628471524,0.35984464807489,-0.0192495852615505,0.37909423333644,5.41865667840548,5.33181036056618,0.0674901438236221
"101","SOCS1","Topic5",8.28462840281396,48,0.172596425058624,143,0.143699869205325,0.0288965558532993,0.687073190963651,-0.0701731259931791,0.75724631695683,5.41865667840548,5.33181036056618,0.128863021094151
"102","SOCS1","Topic6",13.9735564873538,48,0.291115760153204,143,0.339858358932387,-0.0487425987791826,-1.06455588135232,-0.0765696491066168,-0.987986232245706,5.41865667840548,5.33181036056618,0.199661242497619
"103","STAT6","Topic1",3.99743933555127,18,0.222079963086182,143,0.219969620215425,0.00211034287075654,0.0802221547545083,-0.0138898989737331,0.0941120537282414,4.38912924495294,4.31300229968928,0.0186000723348299
"104","STAT6","Topic2",1.78578825622423,18,0.0992104586791241,143,0.0706078261841761,0.028602632494948,1.10317405117174,-0.0441105396506941,1.14728459082243,4.38912924495294,4.31300229968928,0.255778683737594
"105","STAT6","Topic3",0.965369814653073,18,0.0536316563696152,143,0.0508904717073779,0.00274118466223734,0.149909614988426,-0.0437726150142265,0.193682230002652,4.38912924495294,4.31300229968928,0.0347576014506706
"106","STAT6","Topic4",2.73480647411171,18,0.151933693006206,143,0.17497385375531,-0.0230401607491036,-0.384660629565691,-0.0192495852615505,-0.365411044304141,4.38912924495294,4.31300229968928,0.0891862797275586
"107","STAT6","Topic5",3.86551181495526,18,0.214750656386404,143,0.143699869205325,0.0710507871810788,1.14700939316093,-0.0701731259931791,1.21718251915411,4.38912924495294,4.31300229968928,0.265942216920117
"108","STAT6","Topic6",4.65108430450445,18,0.25839357247247,143,0.339858358932387,-0.0814647864599171,-1.44802645604798,-0.0765696491066168,-1.37145680694137,4.38912924495294,4.31300229968928,0.33573514582923
"109","TCEB2","Topic1",12.2501636362384,70,0.175002337660548,143,0.219969620215425,-0.0449672825548768,-1.03303741769494,-0.0138898989737331,-1.01914751872121,8.116544111974,8.20854321664416,0.125849056334416
"110","TCEB2","Topic2",13.2513693573095,70,0.189305276532993,143,0.0706078261841761,0.118697450348817,2.59953214157174,-0.0441105396506941,2.64364268122244,8.116544111974,8.20854321664416,0.316686173534516
"111","TCEB2","Topic3",7.77511966758053,70,0.111073138108293,143,0.0508904717073779,0.0601826664009154,1.62913998049939,-0.0437726150142265,1.67291259551361,8.116544111974,8.20854321664416,0.198468831496926
"112","TCEB2","Topic4",11.0277951637003,70,0.157539930910004,143,0.17497385375531,-0.0174339228453054,-0.400772115535972,-0.0192495852615505,-0.381522530274422,8.116544111974,8.20854321664416,0.0488237809022363
"113","TCEB2","Topic5",7.39726944731097,70,0.105675277818728,143,0.143699869205325,-0.0380245913865967,-1.12086721663666,-0.0701731259931791,-1.05069409064348,8.116544111974,8.20854321664416,0.136548859773792
"114","TCEB2","Topic6",18.2982827278603,70,0.261404038969433,143,0.339858358932387,-0.0784543199629535,-1.42519434470546,-0.0765696491066168,-1.34862469559885,8.116544111974,8.20854321664416,0.173623297958114
"115","TMEM222","Topic1",13.0039347332559,53,0.245357259118037,143,0.219969620215425,0.0253876389026115,0.439558010301154,-0.0138898989737331,0.453447909274887,2.28101312168,2.25460808519462,0.194959830574373
"116","TMEM222","Topic2",3.28357607610924,53,0.0619542655869669,143,0.0706078261841761,-0.00865356059720928,-0.4216686680477,-0.0441105396506941,-0.377558128397006,2.28101312168,2.25460808519462,0.187025262091749
"117","TMEM222","Topic3",3.51128668823202,53,0.0662506922307928,143,0.0508904717073779,0.015360220523415,0.581957639538625,-0.0437726150142265,0.625730254552851,2.28101312168,2.25460808519462,0.258119201895965
"118","TMEM222","Topic4",9.32576766250048,53,0.175957880424537,143,0.17497385375531,0.000984026669227811,0.0287336412008952,-0.0192495852615505,0.0479832264624457,2.28101312168,2.25460808519462,0.0127444061739958
"119","TMEM222","Topic5",7.97807651522014,53,0.150529745570191,143,0.143699869205325,0.00682987636486654,0.121738959416673,-0.0701731259931791,0.191912085409852,2.28101312168,2.25460808519462,0.05399561911274
"120","TMEM222","Topic6",15.8973583246822,53,0.299950157069475,143,0.339858358932387,-0.0399082018629114,-0.660951166689571,-0.0765696491066168,-0.584381517582955,2.28101312168,2.25460808519462,0.293155680151177
"121","TNFRSF9","Topic1",5.84396253794555,32,0.182623829310799,143,0.219969620215425,-0.0373457909046266,-0.752583703408957,-0.0138898989737331,-0.738693804435224,4.83678405652648,4.92878316119663,0.152691583053177
"122","TNFRSF9","Topic2",4.24137288528417,32,0.13254290266513,143,0.0706078261841761,0.0619350764809542,1.83373776658075,-0.0441105396506941,1.87784830623145,4.83678405652648,4.92878316119663,0.37204675202947
"123","TNFRSF9","Topic3",2.72205937022036,32,0.0850643553193862,143,0.0508904717073779,0.0341738836120083,1.15281634376669,-0.0437726150142265,1.19658895878092,4.83678405652648,4.92878316119663,0.233894717228096
"124","TNFRSF9","Topic4",4.86118024185606,32,0.151911882558002,143,0.17497385375531,-0.0230619711973075,-0.539701154915951,-0.0192495852615505,-0.5204515696544,4.83678405652648,4.92878316119663,0.109499878015514
"125","TNFRSF9","Topic5",4.31448169612881,32,0.134827553004025,143,0.143699869205325,-0.00887231620129944,-0.203061647144229,-0.0701731259931791,-0.13288852115105,4.83678405652648,4.92878316119663,0.0411991439880931
"126","TNFRSF9","Topic6",10.016943268565,32,0.313029477142658,143,0.339858358932387,-0.026828881789729,-0.446882545380054,-0.0765696491066168,-0.370312896273437,4.83678405652648,4.92878316119663,0.0906679256856489
