,ARID1A,BTLA,C10orf54,CBLB,CD3D,CD5,CDKN1B,DGKA,DGKZ,HAVCR2,LAG3,LCP2,MEF2D,NonTarget,PDCD1,RASA2,SOCS1,STAT6,TCEB2,TMEM222,TNFRSF9,offset
IL32,0.0658036187715194,0.011022696684965737,-0.05813088403640875,-0.08380652525815062,-0.002769466450450865,0.03926382989507021,0.172749630860541,0.017509018175695057,-0.006916101265314771,-0.04925569674467111,0.015169605654188355,-0.10287198078146936,0.012764005182103598,0.0010719964628214647,-0.0027366463153432677,-0.00985184938570453,0.011489996297569392,-0.0012154527878869325,-0.040284842968686896,0.00035394315409229134,-0.05170395196783915,0.16277084123416868
GAPDH,-0.022614141150663805,-0.0236237061048217,0.02313120129206247,-0.013923856444029999,-0.0018504512930960135,0.02252345160422587,0.026139347926238284,0.005990037056978573,-0.009601399402368663,0.04668026322925215,0.0030129873780992402,0.010082763763461101,0.014071086456119928,0.007977443732990381,-0.00041253839970339457,0.05551448126224402,0.03676540299130343,0.0077167313887808175,0.4345023202692666,-0.0023157805835777516,0.03868891016346215,0.42275102080529003
MT-CO3,0.0469329762970899,0.007663002293502478,-0.017246325044328013,-0.022310733837339763,-0.002475423239054777,0.04092127615473565,0.10545614207107687,0.027300024411337175,-0.0112344288985506,0.01390512914374785,0.006286393038020967,-0.06624592809344268,0.026816919066961264,0.00707655897266677,-0.0005315135224166416,0.03096060481951738,0.04324923356234773,0.008651874598749235,-0.09970133616160917,-0.003414076775882338,0.007362520427468865,0.3090506605480262
ACTB,0.04060563973437363,0.001805073240522282,-0.020442949538626107,-0.13571515464652148,-8.528107185596366e-05,-0.012090015092339021,0.19571482564005757,-0.023253516322611543,0.0016833853076599144,0.028112446996982135,0.01170971763421096,0.021183169240778534,-0.006160972859027695,0.021827863631605746,0.00014258303769750706,0.0956418507165089,0.11532564287694728,0.017988083975003566,0.084919011087677,-0.008700332038771382,0.01806618282376938,0.36901477413777944
HMGB2,0.0013031660598091558,-0.013335990264952942,-0.00045417045235722443,-0.017687919560681244,0.0028288226660112457,-0.031153519428852347,0.13012450227967953,-0.01160999098610622,0.021826036264195485,0.04212315631900238,0.0027110396676563054,0.014301484785857906,-0.0057756860493342835,0.05978702180979875,0.006143218319425204,-0.006649326097989464,0.11850449684600765,0.0018859219536445202,-0.03782570260933323,-0.0009748055981823884,0.03107974388207686,0.2812497882630787
CD52,-0.08555628908075474,-0.009020239062466772,0.009991699851928687,0.04654674302069025,0.002261075034435582,0.08279954500227049,-0.004215568051900823,0.03643667353761305,-0.012650266993276859,-0.05094384478229165,0.005860444416531168,0.06027399095436441,0.024554346466919563,0.0015118823290474262,9.801426671251072e-05,0.01164982045450023,0.037615745300205505,0.0017575455291974837,-0.03961525971486961,-0.0014486035293063324,-0.05148538453354839,-0.28223481979734205
H2AZ1,-0.007648658908034638,-0.01485356162500377,0.008702120865545298,0.002892299764737344,0.0013086985659162085,-0.0387742738093508,0.09200517848297457,-0.0026272421750882977,-0.00792240048009398,0.07269844549398187,0.0005027719028465264,0.013558185736012801,0.0074062824928096,0.039252699006954925,-0.0011477950196497712,0.026626486563885457,0.062100022520349414,0.006253090318494854,-0.06474949635628485,-0.0025219462755881376,0.055583856698586676,0.3514800862160899
NEAT1,-0.014296201898051005,-0.027495221053734274,-0.0016878746581186358,0.042712927924860325,0.0038750598879784505,-0.004510352352594886,-0.03341073721981052,0.020087135021686946,-0.022735326349620458,-0.04329256031531872,-0.004690537074863568,0.030186399310016154,0.00905369479753425,-0.0043854385453856075,-0.001495311790962763,-0.08224589077790662,-0.045113402651533116,0.004140752666555291,0.08562553917889688,-0.00692850140092163,-0.0384796917382768,-0.3507806797721827
KLRB1,0.01079888141220592,-0.04306344809685648,-0.009564222137262646,0.01954477878677719,0.001332492199445103,-0.005924975085678741,0.0013931688994605618,-0.00794384537436902,-0.002928746240286686,-0.01270171503281381,-0.0020277846233997033,-0.012785408004491086,-0.012614016449853768,-0.002209089316779962,-0.0008844947187534717,-0.015173468939264592,-0.05438726088042438,0.01299746335818308,0.059981468655167465,-0.014579769270612235,-0.017272507449029303,-0.06207716865180435
GZMB,-0.20457773798683773,-0.0589583297078662,0.012798647229695278,0.16022970545191656,-0.0043764556202745344,0.04695580051218187,-0.07177700960197668,0.003571960979579107,-0.00842797387788843,0.038059349523748606,-0.0029001664077958544,0.042087794774208445,0.012513729126516687,-0.0010366901912683612,0.0005339833688565892,0.06818343576950592,0.07138427404404526,-0.027118668669565697,0.12861454444513737,0.02580032989693909,0.031838937239724543,0.1520264327730217
