"","response_id","grna_target","n_nonzero_trt","n_nonzero_cntrl","pass_qc","p_value","fold_change","se_fold_change","log_2_fold_change","significant"
"21607","LNX2","TNFRSF9",15,57,TRUE,0.356,1.15206571508779,0.292300363550727,0.204223012029591,FALSE
"21608","LY9","CBLB",51,145,TRUE,0.356,0.89979549511461,0.128835528570137,-0.152330950900033,FALSE
"21609","LY9","MEF2D",48,145,TRUE,0.356,1.14271190336425,0.167361953517142,0.192461722032175,FALSE
"21610","MAU2","CD3D",32,140,TRUE,0.356,1.16620669725618,0.201318016067728,0.221823512962478,FALSE
"21611","MAVS","PDCD1",137,303,TRUE,0.356,1.05852840942501,0.0873431527724462,0.0820599897862847,FALSE
"21612","MBTPS1","STAT6",40,218,TRUE,0.356,1.16943219594525,0.176677710406873,0.225808216192841,FALSE
"21613","MCM3AP-AS1","LAG3",8,50,TRUE,0.356,0.717536013742012,0.249424677368997,-0.478876851192272,FALSE
"21614","MFN1","CDKN1B",38,149,TRUE,0.356,1.13173106953941,0.183633981176409,0.178531174834011,FALSE
"21615","MPZL3","CD5",56,133,TRUE,0.356,1.11417519000827,0.144329666860918,0.155976096129075,FALSE
"21616","MPZL3","STAT6",27,133,TRUE,0.356,1.17727333194506,0.219327790524087,0.235449315160585,FALSE
"21617","MT1E","CBLB",480,1085,TRUE,0.356,1.03637110400999,0.0428376670854998,0.0515406961201665,FALSE
"21618","MT1F","LAG3",180,721,TRUE,0.356,1.05289544214113,0.0713963059256829,0.0743621765402044,FALSE
"21619","MT2A","RASA2",485,1726,TRUE,0.356,1.04456004325588,0.0476021759999475,0.0628954235852905,FALSE
"21620","MX1","DGKZ",17,45,TRUE,0.356,1.19437437324054,0.291764767750134,0.256255116134811,FALSE
"21621","MYADM","LAG3",15,85,TRUE,0.356,0.79882246271765,0.208719052427634,-0.324053193257558,FALSE
"21622","MYO18A","CDKN1B",15,49,TRUE,0.356,1.2395579459421,0.313828871114398,0.309825715046483,FALSE
"21623","MYO9A","CBLB",90,185,TRUE,0.356,1.08641508691631,0.10838175116357,0.119575419367788,FALSE
"21624","MYOM2","BTLA",37,70,TRUE,0.356,1.15272344746865,0.18732055318225,0.205046434219593,FALSE
"21625","NEAT1","MEF2D",443,1567,TRUE,0.356,0.950610251891254,0.0473428184159634,-0.0730741343654403,FALSE
"21626","NECAP1","RASA2",31,125,TRUE,0.356,0.892637103261417,0.156815017121759,-0.163854320138567,FALSE
"21627","NEDD4L","HAVCR2",9,17,TRUE,0.356,1.29907518799949,0.429794135163762,0.377484933645545,FALSE
"21628","NPC1","CD3D",16,68,TRUE,0.356,1.2032604804689,0.302140206705205,0.26694898931538,FALSE
"21629","NPC2","TNFRSF9",238,1197,TRUE,0.356,0.957603387479559,0.0558010092686633,-0.0624998391271291,FALSE
"21630","NUCB2","ARID1A",236,1204,TRUE,0.356,0.945189103693425,0.0512875842284214,-0.0813250971224411,FALSE
"21631","NUCB2","RASA2",327,1204,TRUE,0.356,0.969424182440475,0.0454435930990474,-0.044800023676835,FALSE
"21632","NUDT19","STAT6",29,152,TRUE,0.356,1.17458018004054,0.212892750456361,0.232145199002406,FALSE
"21633","OSM","MEF2D",39,148,TRUE,0.356,0.875876322674865,0.194703591497507,-0.191200925129953,FALSE
"21634","OSTM1","BTLA",63,172,TRUE,0.356,0.905513209676248,0.112633273020681,-0.143192407444213,FALSE
"21635","PAM","CD3D",8,56,TRUE,0.356,0.737313687463179,0.254870098295833,-0.439649555533316,FALSE
"21636","PARP9","CD3D",41,182,TRUE,0.356,1.14713226163771,0.175923281130309,0.198031740271131,FALSE
"21637","PBX4","MEF2D",22,63,TRUE,0.356,1.20752810256559,0.261185167150975,0.272056765011547,FALSE
"21638","PDE4D","PDCD1",152,341,TRUE,0.356,1.06874982620665,0.0827391194941225,0.0959241853965892,FALSE
"21639","PDXDC1","MEF2D",71,267,TRUE,0.356,0.915571500908681,0.10359567194142,-0.127255538216581,FALSE
"21640","PIF1","HAVCR2",109,351,TRUE,0.356,0.897212054129001,0.096931673600858,-0.156479091588332,FALSE
"21641","PIKFYVE","RASA2",42,172,TRUE,0.356,0.891069003764857,0.138298064193812,-0.166390937512032,FALSE
"21642","PLLP","CDKN1B",9,25,TRUE,0.356,1.40054426386049,0.461597753149107,0.4859875801585,FALSE
"21643","PMCH","PDCD1",49,140,TRUE,0.356,0.881750679080422,0.161332706163797,-0.181557313143598,FALSE
"21644","POGZ","C10orf54",109,344,TRUE,0.356,1.07452744894416,0.0962108232587281,0.103702337069851,FALSE
"21645","PPL","CD5",10,18,TRUE,0.356,1.34277581881599,0.419106122411334,0.425218461817171,FALSE
"21646","PPP1R13B","CD5",16,33,TRUE,0.356,1.24134755217403,0.31251696996067,0.311907097417344,FALSE
"21647","PPP4R1","LCP2",23,87,TRUE,0.356,1.20018126182227,0.236861132492369,0.263252310653519,FALSE
"21648","PRKCE","CDKN1B",7,24,TRUE,0.356,1.30375392252901,0.513478576642354,0.38267159330469,FALSE
"21649","PRKX","TNFRSF9",124,578,TRUE,0.356,0.933420198727994,0.0735108994114703,-0.0994014080766137,FALSE
"21650","PRR5","RASA2",65,183,TRUE,0.356,1.10828077058841,0.134157766888505,0.148323418410276,FALSE
"21651","PSEN1","STAT6",28,157,TRUE,0.356,1.15909850487372,0.21401221462738,0.213003177607546,FALSE
"21652","PSPN","HAVCR2",7,15,TRUE,0.356,1.18843597337334,0.447884332205206,0.249064180617371,FALSE
"21653","PTAR1","DGKA",178,256,TRUE,0.356,1.0498575463047,0.0761300679401834,0.0701935839082537,FALSE
"21654","PTPRJ","TNFRSF9",36,192,TRUE,0.356,0.858926642361611,0.138725584358533,-0.21939317332615,FALSE
"21655","PYHIN1","TCEB2",100,344,TRUE,0.356,0.909507930194754,0.092870211160486,-0.136841877788207,FALSE
"21656","RABGAP1","DGKZ",50,198,TRUE,0.356,0.892567176268748,0.121953185593283,-0.1639673417426,FALSE
"21657","RALGAPB","HAVCR2",46,111,TRUE,0.356,1.138693188342,0.166128362346177,0.187379076910442,FALSE
"21658","RANBP6","C10orf54",51,151,TRUE,0.356,1.06094215106314,0.143825051170988,0.0853459940004478,FALSE
"21659","RAPGEF2","PDCD1",20,38,TRUE,0.356,1.1808765138824,0.265805429574974,0.239858107729125,FALSE
"21660","RASA2","MEF2D",127,411,TRUE,0.356,1.0725885500151,0.0901041747823958,0.101096757649427,FALSE
"21661","RHBDF2","TNFRSF9",15,93,TRUE,0.356,0.798927404985542,0.20729044390914,-0.323863677122717,FALSE
"21662","RIC1","DGKZ",19,86,TRUE,0.356,0.84543591665153,0.193898078729989,-0.242232691207602,FALSE
"21663","RNF44","CD5",81,207,TRUE,0.356,1.08741476486627,0.115042843521349,0.120902322226704,FALSE
"21664","RP1-244F24.1","LCP2",14,50,TRUE,0.356,1.22561261276299,0.321903278847858,0.293503049207249,FALSE
"21665","RP11-1399P15.1","TMEM222",45,124,TRUE,0.356,0.944448856104908,0.152458367785896,-0.0824554211340596,FALSE
"21666","RP11-192H23.6","TNFRSF9",27,116,TRUE,0.356,1.04458678197954,0.196336874466247,0.0629323533247933,FALSE
"21667","RP11-539L10.2","LCP2",30,107,TRUE,0.356,1.15752096376222,0.211747076792615,0.211038322247419,FALSE
"21668","RP11-804H8.6","HAVCR2",11,24,TRUE,0.356,1.19579259048545,0.35795936071549,0.257967176637112,FALSE
"21669","RP11-817O13.8","CD3D",13,46,TRUE,0.356,1.28861857550541,0.350557117834257,0.365825296547746,FALSE
"21670","RP11-841O20.2","CD5",69,213,TRUE,0.356,0.90826704958361,0.106744476136672,-0.13881155236512,FALSE
"21671","RP5-1171I10.5","PDCD1",571,1318,TRUE,0.356,0.97176475696142,0.0347785746074908,-0.0413209837729455,FALSE
"21672","RPL22L1","SOCS1",322,1219,TRUE,0.356,1.01031444601321,0.0518466341664484,0.0148043811954386,FALSE
"21673","RPL31","CBLB",774,1886,TRUE,0.356,1.01324314135494,0.012497906201176,0.0189804098118855,FALSE
"21674","RUFY2","CBLB",57,122,TRUE,0.356,1.10880908216373,0.144113337605574,0.149010979632232,FALSE
"21675","SDC4","TMEM222",34,59,TRUE,0.356,1.18405212062469,0.212004306389291,0.24373258815585,FALSE
"21676","SEC11C","HAVCR2",388,1085,TRUE,0.356,0.964778632587638,0.0435117730198403,-0.0517301393504586,FALSE
"21677","SEC24D","CD3D",19,121,TRUE,0.356,0.823022525157707,0.18691043083352,-0.280996178835099,FALSE
"21678","SGF29","MEF2D",66,242,TRUE,0.356,0.925514024511812,0.108000002829195,-0.111673243159592,FALSE
"21679","SH2D3A","CD5",41,103,TRUE,0.356,1.13915926683564,0.176953819264597,0.187969465580522,FALSE
"21680","SIRT1","TMEM222",45,104,TRUE,0.356,1.1262238737876,0.161836206418893,0.171493638696526,FALSE
"21681","SKIL","ARID1A",19,124,TRUE,0.356,0.842929890338526,0.191707389109567,-0.246515453123555,FALSE
"21682","SKIL","MEF2D",32,124,TRUE,0.356,0.879169548536232,0.151445721273457,-0.185786677818358,FALSE
"21683","SLC1A4","STAT6",74,489,TRUE,0.356,0.904077110914122,0.0945064426194986,-0.145482266064396,FALSE
"21684","SLC25A45","STAT6",66,372,TRUE,0.356,1.10142321966066,0.127746102938213,0.139368928106761,FALSE
"21685","SMC1A","MEF2D",328,1102,TRUE,0.356,1.0277821042866,0.0458261116212195,0.039534437308492,FALSE
"21686","SNHG15","CDKN1B",140,654,TRUE,0.356,0.930784357503686,0.08039235719411,-0.103481129461558,FALSE
"21687","SNRNP25","TCEB2",293,1044,TRUE,0.356,0.963925363043205,0.0434217082858575,-0.053006652307756,FALSE
"21688","SNTB2","HAVCR2",60,194,TRUE,0.356,0.908271684380913,0.115908869882696,-0.138804190453194,FALSE
"21689","SPAG8","DGKA",8,7,TRUE,0.356,1.33254889709472,0.469294391391648,0.414188472798169,FALSE
"21690","SPAST","C10orf54",42,161,TRUE,0.356,0.875163727407248,0.128755794541945,-0.192375150374496,FALSE
"21691","SPATA2L","RASA2",14,36,TRUE,0.356,1.19049741446389,0.312481973236176,0.251564487349805,FALSE
"21692","SPOCK2","DGKA",440,640,TRUE,0.356,0.964962757843267,0.0422615043319235,-0.051454831378808,FALSE
"21693","SPON1","MEF2D",13,57,TRUE,0.356,0.807118721576413,0.220448005839376,-0.309147195322423,FALSE
"21694","SPTY2D1","LAG3",71,339,TRUE,0.356,0.915854716098543,0.104698773486152,-0.126809336071628,FALSE
"21695","SRGN","CDKN1B",407,1734,TRUE,0.356,1.01939030916817,0.0345130709645282,0.0277065434437455,FALSE
"21696","STMN1","CD3D",331,1634,TRUE,0.356,0.970527204999523,0.0370615788886531,-0.0431594409718101,FALSE
"21697","SULF2","ARID1A",30,130,TRUE,0.356,1.17759034430498,0.208211417883966,0.235837747125408,FALSE
"21698","TAB2","TCEB2",103,316,TRUE,0.356,1.08108157993921,0.10043029643588,0.112475394980893,FALSE
"21699","TAOK1","TMEM222",119,292,TRUE,0.356,1.06078863791523,0.0938909265661913,0.085137227969676,FALSE
"21700","TBC1D14","CD3D",43,179,TRUE,0.356,1.13923229823465,0.166136255650567,0.188061953666276,FALSE
"21701","TC2N","CD3D",95,412,TRUE,0.356,1.09407831922057,0.114365516805198,0.129716016655908,FALSE
"21702","TCP11L2","CBLB",20,58,TRUE,0.356,0.858299530822547,0.191565678059493,-0.220446885133992,FALSE
"21703","TEP1","TNFRSF9",15,51,TRUE,0.356,1.25659757461355,0.318103127929876,0.32952270062211,FALSE
"21704","TIMP1","RASA2",138,421,TRUE,0.356,1.08802938415383,0.0910368256613072,0.121717519640244,FALSE
"21705","TMEM106C","SOCS1",212,861,TRUE,0.356,0.955842732461213,0.0527949049446829,-0.0651548278974815,FALSE
"21706","TMEM154","MEF2D",50,156,TRUE,0.356,1.12751705135173,0.156627628565432,0.173149251409321,FALSE
"21707","TMEM159","CDKN1B",15,85,TRUE,0.356,0.813781625790965,0.212672912436097,-0.297286388424517,FALSE
"21708","TMEM161B","CD3D",32,192,TRUE,0.356,0.904733240259891,0.156985991054065,-0.14443561726097,FALSE
"21709","TMEM80","CBLB",101,275,TRUE,0.356,0.932688732304151,0.0914906304236351,-0.100532406400187,FALSE
"21710","TNRC6B","TMEM222",322,806,TRUE,0.356,1.04407872120339,0.0512930875687906,0.062230491992224,FALSE
"21711","TPTEP1","PDCD1",8,25,TRUE,0.356,0.796270997760583,0.279954079379143,-0.32866858297759,FALSE
"21712","TRAPPC2","DGKA",127,212,TRUE,0.356,0.937861279021584,0.0826502505360753,-0.0925535483384698,FALSE
"21713","TRIM23","TNFRSF9",16,63,TRUE,0.356,1.13237789624767,0.27839075940564,0.179355493560552,FALSE
"21714","TXN","MEF2D",478,1667,TRUE,0.356,1.03565669243662,0.0273836740547197,0.0505458464596938,FALSE
"21715","UPP1","TCEB2",86,285,TRUE,0.356,1.09188333332935,0.116916182465748,0.126818713932691,FALSE
"21716","VCAM1","HAVCR2",7,11,TRUE,0.356,1.46049851977368,0.548031829624093,0.546460895985473,FALSE
"21717","VPS13A","C10orf54",122,422,TRUE,0.356,0.924670432922307,0.0789682589606189,-0.112988836836927,FALSE
"21718","VPS13A","LCP2",80,422,TRUE,0.356,0.907416645501173,0.0976282409211627,-0.140162970396263,FALSE
"21719","WBP5","BTLA",33,92,TRUE,0.356,0.844451691069638,0.145449077344492,-0.243913202408675,FALSE
"21720","WDPCP","ARID1A",11,42,TRUE,0.356,1.26065718168822,0.376016366987623,0.334176008005828,FALSE
"21721","WDR37","STAT6",8,76,TRUE,0.356,0.751979295775911,0.273745987326577,-0.411235154118251,FALSE
"21722","XPC","DGKZ",126,473,TRUE,0.356,0.918198556466944,0.0795159807353045,-0.123121930948189,FALSE
"21723","XRN1","CD3D",113,512,TRUE,0.356,1.07834243098808,0.091031405972044,0.108815383137447,FALSE
"21724","XYLT2","CDKN1B",22,71,TRUE,0.356,1.23237538794192,0.260573781613314,0.301441775376378,FALSE
"21725","YES1","SOCS1",16,80,TRUE,0.356,0.793877310121994,0.194748499360935,-0.33301203179548,FALSE
"21726","YPEL1","PDCD1",105,265,TRUE,0.356,0.927078855254708,0.0860533570454444,-0.109236038402772,FALSE
"21727","YPEL3","HAVCR2",276,772,TRUE,0.356,0.959780375057122,0.048237551331267,-0.0592237807884825,FALSE
"21728","ZBTB25","MEF2D",83,249,TRUE,0.356,1.08322532335177,0.1138514105816,0.11533337135842,FALSE
"21729","ZBTB41","CD5",21,46,TRUE,0.356,1.20878345310129,0.264248033358733,0.273555816862814,FALSE
"21730","ZC3H6","SOCS1",54,243,TRUE,0.356,0.891159639624715,0.118644767222849,-0.166244199991971,FALSE
"21731","ZC3HAV1","ARID1A",159,795,TRUE,0.356,1.05519910255629,0.0714616046400394,0.0775152426947633,FALSE
"21732","ZFYVE26","RASA2",15,41,TRUE,0.356,1.22912241267052,0.321689163811142,0.297628605993808,FALSE
"21733","ZNF140","C10orf54",26,100,TRUE,0.356,0.913194750272978,0.175955274929205,-0.131005528991974,FALSE
"21734","ZNF222","RASA2",12,32,TRUE,0.356,1.25230121423161,0.368593057163121,0.324581613398255,FALSE
"21735","ZNF225","TMEM222",10,22,TRUE,0.356,1.20991723113352,0.393136153422057,0.274908357981299,FALSE
"21736","ZNF302","MEF2D",69,218,TRUE,0.356,1.10544285699023,0.130338944347234,0.144624450692323,FALSE
"21737","ZNF318","DGKZ",18,56,TRUE,0.356,1.20633139635077,0.289286066168442,0.270626290484145,FALSE
"21738","ZNF350","SOCS1",36,115,TRUE,0.356,1.16330605788702,0.191336503201731,0.21823070997242,FALSE
"21739","ZNF480","DGKA",207,298,TRUE,0.356,1.04275298042391,0.0696816876871407,0.0603974357818196,FALSE
"21740","ZNF490","DGKA",16,17,TRUE,0.356,1.20749755828021,0.298567718463223,0.272020271743791,FALSE
"21741","ZNF510","PDCD1",24,70,TRUE,0.356,0.837175706779763,0.168360852491612,-0.256397646906815,FALSE
"21742","ZNF529","TCEB2",21,56,TRUE,0.356,1.20937897970983,0.26175134686421,0.274266408749092,FALSE
"21743","ZNF816","SOCS1",12,61,TRUE,0.356,0.79236097934993,0.225590243888861,-0.335770259945774,FALSE
"21744","ZRANB1","TNFRSF9",32,165,TRUE,0.356,0.86989266655319,0.146534307161423,-0.201090692758461,FALSE
"21745","ABCB1","HAVCR2",9,35,TRUE,0.36,0.761432109068273,0.252001388861371,-0.393212686246928,FALSE
"21746","AC002467.7","CD5",45,110,TRUE,0.36,1.10434574024738,0.159803248976194,0.143191910931533,FALSE
"21747","AC004951.6","STAT6",29,162,TRUE,0.36,1.16020127361496,0.211789534622229,0.21437510816079,FALSE
"21748","AC017002.1","CD5",100,337,TRUE,0.36,0.918486031240585,0.100692203297336,-0.122670314555833,FALSE
"21749","ACP5","ARID1A",70,317,TRUE,0.36,1.10088390111088,0.132818856131103,0.138662330733998,FALSE
"21750","ADPRM","HAVCR2",53,176,TRUE,0.36,0.896651585130574,0.121293619850829,-0.157380593634773,FALSE
"21751","AE000662.92","HAVCR2",10,39,TRUE,0.36,0.747229386091427,0.234522317504467,-0.420376902239774,FALSE
"21752","AKAP9","LAG3",246,965,TRUE,0.36,1.04415315589121,0.0581795128360888,0.0623333412554817,FALSE
"21753","AL133245.2","TCEB2",8,35,TRUE,0.36,0.759103465782276,0.264939242306553,-0.397631556548584,FALSE
"21754","ANKFY1","LCP2",26,145,TRUE,0.36,0.836089485847346,0.158577472396267,-0.258270734065435,FALSE
"21755","ANP32E","PDCD1",536,1195,TRUE,0.36,1.02928631420218,0.0346403904266042,0.0416443492131708,FALSE
"21756","ANXA2R","PDCD1",92,229,TRUE,0.36,0.917940960279524,0.0911236956451702,-0.123526728885593,FALSE
"21757","AP001462.6","CD5",13,28,TRUE,0.36,1.2104946021755,0.332556437255139,0.275596646100991,FALSE
"21758","APBB1IP","CDKN1B",199,859,TRUE,0.36,1.04945455854686,0.0683888729102508,0.0696396991899475,FALSE
"21759","ARAP2","MEF2D",84,296,TRUE,0.36,0.909699855884222,0.0917030360145625,-0.136537470294396,FALSE
