,gene_names,tau,std,stat,rej,pvalue,padj,pvalue_emp_null_adj,padj_emp_null_adj,trt
72059,DUSP22,-0.5764153550195656,0.06999912752519075,-8.23460770724792,0.0,1.801469726189559e-16,3.3174003733300246e-15,0.08163205430874963,0.9388909844114928,SOCS1
72060,IRF4,-0.29899992599574293,0.10995952436015487,-2.7191816964978535,0.0,0.006544364821768682,0.00846421193145142,0.49422399403357753,0.9899930783425118,SOCS1
72061,RP11-532F6.3,-0.9874641710375347,0.24557619677646908,-4.021009299758619,0.0,5.7949316928204306e-05,0.00010693169797181257,0.9114202028464082,0.9952222785200788,SOCS1
72062,GMDS-AS1,-0.2870068343529759,0.1072382549658033,-2.6763474885384713,0.0,0.0074429431770651035,0.009526263442229425,0.4824058082027426,0.9899930783425118,SOCS1
72063,SERPINB9P1,-0.6835988798147222,0.26627772733934096,-2.5672401768081508,0.0,0.01025115814239653,0.012799762496064302,0.4530088490355404,0.9899930783425118,SOCS1
72064,SERPINB9,-0.7001042172663303,0.07265716951502987,-9.635721043626763,0.0,5.649397068439113e-22,3.82322946606617e-20,0.01840814965254175,0.5068568364531987,SOCS1
72065,LINC01011,0.0,inf,,0.0,,,,,SOCS1
72066,SLC22A23,0.0,inf,,0.0,,,,,SOCS1
72067,NRN1,0.0,inf,,0.0,,,,,SOCS1
72068,RREB1,-0.3512821848602994,0.09250076119514994,-3.7976139906480904,0.0,0.00014609559769101634,0.00025068660336192495,0.8340853796700676,0.9929625909410357,SOCS1
72069,PHACTR1,0.0,inf,,0.0,,,,,SOCS1
72070,RP1-257A7.5,0.0,inf,,0.0,,,,,SOCS1
72071,JARID2,-0.553939633686866,0.06949267980460155,-7.971194019923034,0.0,1.571485653094357e-15,2.2994657637440133e-14,0.10405986685936504,0.9899930783425118,SOCS1
72072,MYLIP,-0.31395722965567224,0.11826463259951524,-2.6547009258367167,0.0,0.007937875058536749,0.010088182057961963,0.4764923483560204,0.9899930783425118,SOCS1
72073,STMND1,0.0,inf,,0.0,,,,,SOCS1
72074,FAM8A1,-0.16872781521726934,0.0763622690247997,-2.209570477305653,0.0,0.027134986126340136,0.03182599975909998,0.3640575957645129,0.9899930783425118,SOCS1
72075,DEK,-0.26969209521527465,0.03225835169590335,-8.36038052277557,0.0,6.251628220374698e-17,1.3118726815933571e-15,0.07240057171649379,0.9288547281353019,SOCS1
72076,MBOAT1,0.0,inf,,0.0,,,,,SOCS1
72077,E2F3,-0.3359068265982321,0.05774527655031693,-5.8170442097638295,0.0,5.989730448044884e-09,2.2708964037615546e-08,0.4975222993132673,0.9899930783425118,SOCS1
72078,SOX4,2.3022818955400117,0.881274669284709,2.6124453314976934,0.0,0.00898970685228417,0.0113344836744915,0.0024642473746913952,0.2900312018821568,SOCS1
72079,PRL,0.0,inf,,0.0,,,,,SOCS1
72080,RP1-30M3.5,0.0,inf,,0.0,,,,,SOCS1
72081,C6orf62,-0.15680847462347033,0.040996741104850735,-3.824900965235911,0.0,0.00013082466522120994,0.00022600023532470665,0.8434613913774935,0.9931412426964099,SOCS1
72082,GMNN,0.0,inf,,0.0,,,,,SOCS1
72083,C6orf229,0.0,inf,,0.0,,,,,SOCS1
72084,FAM65B,-0.10437987104650781,0.023608676194328194,-4.421250483819346,0.0,9.813133661403401e-06,2.070471770960172e-05,0.9483955032269278,0.995263781070964,SOCS1
72085,LRRC16A,-0.8816372397759891,0.20567047102083147,-4.286649587566179,0.0,1.8138807450136828e-05,3.6398629924032904e-05,0.995576973644954,1.0,SOCS1
72086,SLC17A3,0.0,inf,,0.0,,,,,SOCS1
72087,TRIM38,-0.16890565142683597,0.04650466562869481,-3.6320151783354824,0.0,0.0002812165766720585,0.00045823395321759215,0.7777352230468202,0.9899930783425118,SOCS1
72088,HIST1H1A,0.0,inf,,0.0,,,,,SOCS1
72089,HIST1H4A,0.0,inf,,0.0,,,,,SOCS1
72090,HIST1H1C,-0.18458556103575371,0.0406364853451386,-4.5423603805302015,0.0,5.562783838445696e-06,1.2282590416535481e-05,0.906092448670992,0.9952222785200788,SOCS1
72091,HIST1H4C,-0.3615385492291424,0.09855868342958944,-3.66825668371906,0.0,0.000244209946940364,0.00040408088408775387,0.7899790727229472,0.9899930783425118,SOCS1
72092,HIST1H2AC,-0.5276344535615114,0.09624182121379635,-5.482382262794031,0.0,4.1963627066830855e-08,1.3509398778835234e-07,0.5952409362368483,0.9899930783425118,SOCS1
72093,HIST1H1E,-0.14604977761899265,0.04361563175662175,-3.348564992339456,0.0,0.0008123122612108512,0.0012182433745694039,0.6840867746381769,0.9899930783425118,SOCS1
72094,HIST1H2BD,-0.5968331910893778,0.14442165835648302,-4.132574005044211,0.0,3.5872321140224945e-05,6.877221906982219e-05,0.9504059033564981,0.995263781070964,SOCS1
72095,HIST1H3E,0.0,inf,,0.0,,,,,SOCS1
72096,HIST1H1D,-0.09225711213889037,0.04945664478491399,-1.8654138900872634,0.0,0.062123411885674204,0.06886489597646195,0.2896126822079488,0.9899930783425118,SOCS1
72097,BTN3A2,-0.25160376760333514,0.03424052277675299,-7.348128684943944,0.0,2.0100094245637622e-13,1.9930752792286094e-12,0.17652040019664672,0.9899930783425118,SOCS1
72098,BTN3A1,-0.348814785306334,0.06376697612219394,-5.470147818173392,0.0,4.496603888020905e-08,1.440509671582555e-07,0.5989731921471457,0.9899930783425118,SOCS1
72099,BTN3A3,-0.1896846953247632,0.07046665394413329,-2.691836275852508,0.0,0.007105982010800102,0.009125186576487608,0.4866614326011244,0.9899930783425118,SOCS1
72100,CTA-14H9.5,0.0,inf,,0.0,,,,,SOCS1
72101,RP11-457M11.5,0.0,inf,,0.0,,,,,SOCS1
72102,LINC00240,0.0,inf,,0.0,,,,,SOCS1
72103,LINC01012,0.0,inf,,0.0,,,,,SOCS1
72104,HIST1H1B,-0.37009582023479404,0.150793726724894,-2.454318414120713,0.0,0.014115193343355108,0.017250486853481843,0.42367881179722366,0.9899930783425118,SOCS1
72105,RP1-265C24.8,0.0,inf,,0.0,,,,,SOCS1
72106,ZKSCAN3,0.0,inf,,0.0,,,,,SOCS1
72107,ZSCAN12,0.0,inf,,0.0,,,,,SOCS1
72108,ZSCAN23,0.0,inf,,0.0,,,,,SOCS1
72109,ZBED9,0.0,inf,,0.0,,,,,SOCS1
72110,ZNF311,0.0,inf,,0.0,,,,,SOCS1
72111,GABBR1,0.0,inf,,0.0,,,,,SOCS1
72112,HLA-G,-0.44974522615951495,0.20075876831058379,-2.240227064273162,0.0,0.025076185486981054,0.0295392663678232,0.37122444798749643,0.9899930783425118,SOCS1
72113,HLA-A,0.013257828227113277,0.013095775381614957,1.0123744368528056,0.0,0.3113590561935756,0.3186574537300602,0.020114041810044867,0.5235452998056871,SOCS1
72114,ZNRD1-AS1,-0.3716370326545909,0.1120271954231836,-3.3173822771401995,0.0,0.0009086519858993395,0.0013485312093363551,0.6740454006032226,0.9899930783425118,SOCS1
72115,HCG18,-0.44017940463729294,0.0647052507559044,-6.802839019940375,0.0,1.0257725240238727e-11,6.873183719140157e-11,0.26622167535384034,0.9899930783425118,SOCS1
72116,PPP1R10,-0.518160578035216,0.04943136930299409,-10.482424123416518,0.0,1.0404214211120498e-25,2.0117291335359422e-23,0.006341813434733254,0.421258001917706,SOCS1
72117,TUBB,-0.20339699369386843,0.050947387377312164,-3.9922948783914474,0.0,6.543692956123764e-05,0.0001193650729934436,0.9014167246804704,0.9952222785200788,SOCS1
72118,IER3,0.0,inf,,0.0,,,,,SOCS1
72119,HCG20,0.0,inf,,0.0,,,,,SOCS1
72120,LINC00243,-0.8502307358177325,0.1394326062243631,-6.097789884595669,0.0,1.0754497605331274e-09,4.772528691415043e-09,0.4226539562121189,0.9899930783425118,SOCS1
72121,GTF2H4,0.0,inf,,0.0,,,,,SOCS1
72122,POU5F1,0.0,inf,,0.0,,,,,SOCS1
72123,XXbac-BPG299F13.17,-0.21844176256872666,0.09860460868397447,-2.2153301502247986,0.0,0.026737411839066968,0.03142982348735151,0.3653974425666239,0.9899930783425118,SOCS1
72124,HLA-B,-0.0030250854607568566,0.013370292886611812,-0.2262542403828708,0.0,0.8210036864420285,0.8222186382532635,0.07513473492174028,0.9306775911953198,SOCS1
72125,DDX39B,-0.32530143096018665,0.0392370715031821,-8.2906653962135,0.0,1.1261667599895458e-16,2.225206875395402e-15,0.07740587905385934,0.9306775911953198,SOCS1
72126,ATP6V1G2,0.0,inf,,0.0,,,,,SOCS1
72127,LTA,-0.5316255166225687,0.2014176332384232,-2.639418942994281,0.0,0.008304828057401098,0.01050521941653494,0.4723416111029052,0.9899930783425118,SOCS1
72128,TNF,0.0,inf,,0.0,,,,,SOCS1
72129,LTB,0.01843835717285449,0.022272748102815924,0.827843833537692,0.0,0.40775894692121306,0.41340953906955946,0.024891436134426948,0.5478139643568597,SOCS1
