,ARID1A,BTLA,C10orf54,CBLB,CD3D,CD5,CDKN1B,DGKA,DGKZ,HAVCR2,LAG3,LCP2,MEF2D,PDCD1,RASA2,SOCS1,STAT6,TCEB2,TMEM222,TNFRSF9
PDE6A,-0.0,0.0021581930219152297,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0005956846017984207,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
CD74,-0.16343495573811595,0.019769155678288963,-0.0009643984871324221,-0.014733601283932845,-0.017105581982383194,-0.042642766627477555,0.16245809821037704,-0.007519118409590263,0.06900736824064123,0.004267611244565738,-0.08589566504930608,-0.04384327653950935,-0.05076652401531968,0.033490086891000886,0.012951761462819065,-0.02680598951215589,0.0888364868447536,-0.0,-0.002027429504680511,0.04921976294780436
ZNF300,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CCDC69,-0.0,0.0319368464829339,0.04488735317171662,-0.0024731311233398435,-0.022468832348656292,0.055752660359664655,-0.0,-0.0245653988384607,0.037468919597961316,0.016237451653101174,-0.013416343298691692,-0.04463011036103428,0.00537860442674445,-0.018440994998533643,-0.026515932287074655,0.010018694903092588,0.003759843760312927,0.0007569450858697263,-0.0,0.024370745894281988
MFAP3,-0.0,0.0,-0.0,0.0,0.008800858623443052,0.0014394374753828349,-0.0,0.0,-0.0,0.003813668507769845,-0.0030432333614000304,0.0,-0.001526822965290311,0.004219590624699565,-0.0,0.0,0.0,0.0,-0.002302940523358503,-0.0
GALNT10,-0.002107093661603437,-0.002667833437498929,0.0016924219450303154,-0.008714048188498037,-0.002349934102248021,0.01748486606474788,-0.0,-0.0,0.003783649573315415,0.0007405436748528785,0.0,0.006022121650529431,-0.011906385333821969,0.0,0.0050237328720496854,0.006712282000001659,0.0,0.0,0.011808827634720336,0.0
FAXDC2,-0.0,-0.0019446559474690158,0.006159410601158038,0.0,0.005159481246661316,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
SGCD,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
TIMD4,0.0,-0.0012249584771456081,0.0,0.0,0.002357276202626933,-0.0,-0.0023315075155431702,-0.007998717394114566,0.0,-0.0,0.006019738182513214,-0.0017675654437867094,-0.0022345943847528146,-0.0,-0.0,0.0037297702374334734,-0.004007142502842489,0.0,0.0,0.0
HAVCR1,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0026447113784393277,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
HAVCR2,-0.0035693601610954752,-0.028360974560851054,-0.02184233894137731,-0.0,-0.0023663891087890667,-0.011388116747143828,-0.005183537481695942,-0.0008117505985435774,0.020575785625315486,-0.0,-0.0,0.005480916717729455,-0.009021237696732848,-0.012473540703415983,0.020891442422760063,0.01100059478912069,-0.009567413286329266,0.047925665230616823,0.0,0.004231671754289163
